Store,Date,Temperature,Fuel_Price,CPI,Unemployment,Year,Month,Week,DayOfYear,Quarter,Month_sin,Month_cos,Week_sin,Week_cos
7,2010-05-21,66.55,3.548,210.314,9.295,2010,5,20,141,2,0.49999999999999994,-0.8660254037844387,0.6631226582407952,-0.7485107481711012
7,2010-05-28,60.6,3.891,206.472,8.169,2010,5,21,148,2,0.49999999999999994,-0.8660254037844387,0.5680647467311558,-0.8229838658936564
7,2010-06-04,51.27,3.133,209.108,9.183,2010,6,22,155,2,1.2246467991473532e-16,-1.0,0.46472317204376906,-0.8854560256532096
7,2010-06-11,62.31,2.691,208.678,8.992,2010,6,23,162,2,1.2246467991473532e-16,-1.0,0.35460488704253584,-0.9350162426854147
7,2010-06-18,57.27,2.76,211.447,8.367,2010,6,24,169,2,1.2246467991473532e-16,-1.0,0.23931566428755768,-0.970941817426052
7,2010-06-25,45.3,2.467,212.975,9.121,2010,6,25,176,2,1.2246467991473532e-16,-1.0,0.12053668025532308,-0.992708874098054
7,2010-07-02,40.13,2.148,210.312,7.407,2010,7,26,183,3,-0.4999999999999997,-0.8660254037844388,-3.216245299353273e-16,-1.0
7,2010-07-09,41.84,2.298,210.459,8.164,2010,7,27,190,3,-0.4999999999999997,-0.8660254037844388,-0.12053668025532283,-0.992708874098054
7,2010-07-16,43.97,2.267,214.276,7.458,2010,7,28,197,3,-0.4999999999999997,-0.8660254037844388,-0.23931566428755743,-0.9709418174260521
7,2010-07-23,29.09,2.162,209.949,6.939,2010,7,29,204,3,-0.4999999999999997,-0.8660254037844388,-0.3546048870425356,-0.9350162426854148
7,2010-07-30,29.8,1.93,207.032,6.822,2010,7,30,211,3,-0.4999999999999997,-0.8660254037844388,-0.46472317204376806,-0.8854560256532101
7,2010-08-06,30.26,1.573,205.907,7.634,2010,8,31,218,3,-0.8660254037844385,-0.5000000000000004,-0.5680647467311556,-0.8229838658936566
7,2010-08-13,23.71,1.472,210.382,6.826,2010,8,32,225,3,-0.8660254037844385,-0.5000000000000004,-0.663122658240795,-0.7485107481711013
7,2010-08-20,9.62,1.455,209.091,5.241,2010,8,33,232,3,-0.8660254037844385,-0.5000000000000004,-0.7485107481711011,-0.6631226582407952
7,2010-08-27,18.29,1.289,213.236,6.028,2010,8,34,239,3,-0.8660254037844385,-0.5000000000000004,-0.8229838658936564,-0.5680647467311559
7,2010-09-03,23.39,1.382,211.762,7.181,2010,9,35,246,3,-1.0,-1.8369701987210297e-16,-0.8854560256532096,-0.4647231720437691
7,2010-09-10,11.88,0.949,207.386,6.066,2010,9,36,253,3,-1.0,-1.8369701987210297e-16,-0.9350162426854147,-0.3546048870425359
7,2010-09-17,14.22,1.122,211.83,6.063,2010,9,37,260,3,-1.0,-1.8369701987210297e-16,-0.970941817426052,-0.23931566428755774
7,2010-09-24,11.88,1.101,205.298,6.062,2010,9,38,267,3,-1.0,-1.8369701987210297e-16,-0.992708874098054,-0.12053668025532357
7,2010-10-01,26.99,1.333,208.805,6.287,2010,10,39,274,4,-0.8660254037844386,0.5000000000000001,-1.0,-1.8369701987210297e-16
7,2010-10-08,9.42,0.991,210.389,6.627,2010,10,40,281,4,-0.8660254037844386,0.5000000000000001,-0.992708874098054,0.1205366802553232
7,2010-10-15,11.33,0.716,213.524,5.726,2010,10,41,288,4,-0.8660254037844386,0.5000000000000001,-0.9709418174260521,0.23931566428755738
7,2010-10-22,16.9,0.784,209.142,6.714,2010,10,42,295,4,-0.8660254037844386,0.5000000000000001,-0.9350162426854148,0.35460488704253557
7,2010-10-29,22.72,1.09,210.933,6.634,2010,10,43,302,4,-0.8660254037844386,0.5000000000000001,-0.8854560256532101,0.464723172043768
7,2010-11-05,12.21,1.086,210.582,6.791,2010,11,44,309,4,-0.5000000000000004,0.8660254037844384,-0.822983865893657,0.5680647467311548
7,2010-11-12,24.04,1.456,209.225,7.663,2010,11,45,316,4,-0.5000000000000004,0.8660254037844384,-0.7485107481711011,0.6631226582407952
7,2010-11-19,23.29,1.288,209.464,6.797,2010,11,46,323,4,-0.5000000000000004,0.8660254037844384,-0.6631226582407955,0.7485107481711007
7,2010-11-26,33.37,1.718,208.804,7.1,2010,11,47,330,4,-0.5000000000000004,0.8660254037844384,-0.5680647467311559,0.8229838658936564
7,2010-12-03,34.63,1.775,210.463,7.068,2010,12,48,337,4,-2.4492935982947064e-16,1.0,-0.4647231720437684,0.88545602565321
7,2010-12-10,30.25,2.25,212.341,7.469,2010,12,49,344,4,-2.4492935982947064e-16,1.0,-0.35460488704253595,0.9350162426854147
7,2010-12-17,35.49,2.217,208.101,7.673,2010,12,50,351,4,-2.4492935982947064e-16,1.0,-0.2393156642875578,0.970941817426052
7,2010-12-24,43.48,2.403,210.388,7.715,2010,12,51,358,4,-2.4492935982947064e-16,1.0,-0.12053668025532363,0.992708874098054
7,2010-12-31,48.84,2.295,209.988,7.753,2010,12,52,365,4,-2.4492935982947064e-16,1.0,6.432490598706546e-16,1.0
7,2011-01-07,38.65,2.915,213.054,8.718,2011,1,1,7,1,0.49999999999999994,0.8660254037844387,0.12053668025532305,0.992708874098054
7,2011-01-14,50.17,2.888,209.678,8.756,2011,1,2,14,1,0.49999999999999994,0.8660254037844387,0.23931566428755774,0.970941817426052
7,2011-01-21,52.51,2.92,215.121,8.397,2011,1,3,21,1,0.49999999999999994,0.8660254037844387,0.3546048870425356,0.9350162426854148
7,2011-01-28,55.76,3.432,215.223,8.775,2011,1,4,28,1,0.49999999999999994,0.8660254037844387,0.4647231720437685,0.8854560256532099
7,2011-02-04,58.3,3.264,215.591,9.157,2011,2,5,35,1,0.8660254037844386,0.5000000000000001,0.5680647467311558,0.8229838658936564
7,2011-02-11,68.17,3.218,215.635,9.03,2011,2,6,42,1,0.8660254037844386,0.5000000000000001,0.6631226582407952,0.7485107481711011
7,2011-02-18,69.28,3.573,210.267,9.392,2011,2,7,49,1,0.8660254037844386,0.5000000000000001,0.7485107481711011,0.6631226582407953
7,2011-02-25,74.52,3.714,215.911,9.215,2011,2,8,56,1,0.8660254037844386,0.5000000000000001,0.8229838658936564,0.5680647467311559
7,2011-03-04,70.87,3.604,215.342,9.92,2011,3,9,63,1,1.0,6.123233995736766e-17,0.8854560256532099,0.4647231720437686
7,2011-03-11,73.54,4.018,214.696,10.739,2011,3,10,70,1,1.0,6.123233995736766e-17,0.9350162426854148,0.35460488704253557
7,2011-03-18,72.42,3.814,215.312,8.501,2011,3,11,77,1,1.0,6.123233995736766e-17,0.970941817426052,0.23931566428755804
7,2011-03-25,78.77,3.886,217.932,9.614,2011,3,12,84,1,1.0,6.123233995736766e-17,0.992708874098054,0.120536680255323
7,2011-04-01,78.85,4.107,216.154,8.734,2011,4,13,91,2,0.8660254037844387,-0.4999999999999998,1.0,-1.6081226496766366e-16
7,2011-04-08,67.96,4.002,216.432,10.144,2011,4,14,98,2,0.8660254037844387,-0.4999999999999998,0.992708874098054,-0.12053668025532288
7,2011-04-15,67.36,3.848,215.096,9.795,2011,4,15,105,2,0.8660254037844387,-0.4999999999999998,0.9709418174260521,-0.2393156642875575
7,2011-04-22,74.35,3.511,217.071,10.221,2011,4,16,112,2,0.8660254037844387,-0.4999999999999998,0.9350162426854148,-0.35460488704253545
7,2011-04-29,74.7,3.862,213.993,9.71,2011,4,17,119,2,0.8660254037844387,-0.4999999999999998,0.8854560256532099,-0.4647231720437685
7,2011-05-06,69.84,3.284,210.256,10.001,2011,5,18,126,2,0.49999999999999994,-0.8660254037844387,0.8229838658936565,-0.5680647467311557
7,2011-05-13,61.41,3.518,211.613,8.854,2011,5,19,133,2,0.49999999999999994,-0.8660254037844387,0.7485107481711013,-0.663122658240795
7,2011-05-20,63.24,3.742,213.69,9.67,2011,5,20,140,2,0.49999999999999994,-0.8660254037844387,0.6631226582407952,-0.7485107481711012
7,2011-05-27,65.79,3.22,217.658,9.641,2011,5,21,147,2,0.49999999999999994,-0.8660254037844387,0.5680647467311558,-0.8229838658936564
7,2011-06-03,58.25,3.284,213.977,9.123,2011,6,22,154,2,1.2246467991473532e-16,-1.0,0.46472317204376906,-0.8854560256532096
7,2011-06-10,58.68,3.271,214.118,9.255,2011,6,23,161,2,1.2246467991473532e-16,-1.0,0.35460488704253584,-0.9350162426854147
7,2011-06-17,50.54,2.889,216.76,8.069,2011,6,24,168,2,1.2246467991473532e-16,-1.0,0.23931566428755768,-0.970941817426052
7,2011-06-24,46.46,2.902,216.466,7.9,2011,6,25,175,2,1.2246467991473532e-16,-1.0,0.12053668025532308,-0.992708874098054
7,2011-07-01,47.34,2.526,214.103,7.624,2011,7,26,182,3,-0.4999999999999997,-0.8660254037844388,-3.216245299353273e-16,-1.0
7,2011-07-08,35.82,2.345,216.356,6.662,2011,7,27,189,3,-0.4999999999999997,-0.8660254037844388,-0.12053668025532283,-0.992708874098054
7,2011-07-15,41.66,2.439,214.799,6.73,2011,7,28,196,3,-0.4999999999999997,-0.8660254037844388,-0.23931566428755743,-0.9709418174260521
7,2011-07-22,37.96,1.916,214.624,8.22,2011,7,29,203,3,-0.4999999999999997,-0.8660254037844388,-0.3546048870425356,-0.9350162426854148
7,2011-07-29,22.58,1.918,216.17,6.875,2011,7,30,210,3,-0.4999999999999997,-0.8660254037844388,-0.46472317204376806,-0.8854560256532101
7,2011-08-05,37.03,1.558,216.816,6.369,2011,8,31,217,3,-0.8660254037844385,-0.5000000000000004,-0.5680647467311556,-0.8229838658936566
7,2011-08-12,26.91,1.492,215.769,6.942,2011,8,32,224,3,-0.8660254037844385,-0.5000000000000004,-0.663122658240795,-0.7485107481711013
7,2011-08-19,20.05,1.335,214.708,6.066,2011,8,33,231,3,-0.8660254037844385,-0.5000000000000004,-0.7485107481711011,-0.6631226582407952
7,2011-08-26,29.48,1.457,212.642,6.529,2011,8,34,238,3,-0.8660254037844385,-0.5000000000000004,-0.8229838658936564,-0.5680647467311559
7,2011-09-02,22.43,1.06,211.748,5.892,2011,9,35,245,3,-1.0,-1.8369701987210297e-16,-0.8854560256532096,-0.4647231720437691
7,2011-09-09,17.7,1.262,215.247,5.675,2011,9,36,252,3,-1.0,-1.8369701987210297e-16,-0.9350162426854147,-0.3546048870425359
7,2011-09-16,20.1,1.096,215.017,6.696,2011,9,37,259,3,-1.0,-1.8369701987210297e-16,-0.970941817426052,-0.23931566428755774
7,2011-09-23,20.86,0.883,216.789,6.791,2011,9,38,266,3,-1.0,-1.8369701987210297e-16,-0.992708874098054,-0.12053668025532357
7,2011-09-30,10.95,1.158,214.163,5.412,2011,9,39,273,3,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16
7,2011-10-07,19.62,0.965,216.615,5.866,2011,10,40,280,4,-0.8660254037844386,0.5000000000000001,-0.992708874098054,0.1205366802553232
7,2011-10-14,15.72,0.932,213.276,6.144,2011,10,41,287,4,-0.8660254037844386,0.5000000000000001,-0.9709418174260521,0.23931566428755738
7,2011-10-21,22.21,1.354,215.88,5.367,2011,10,42,294,4,-0.8660254037844386,0.5000000000000001,-0.9350162426854148,0.35460488704253557
7,2011-10-28,13.34,1.278,217.078,6.419,2011,10,43,301,4,-0.8660254037844386,0.5000000000000001,-0.8854560256532101,0.464723172043768
7,2011-11-04,23.01,1.365,216.714,6.621,2011,11,44,308,4,-0.5000000000000004,0.8660254037844384,-0.822983865893657,0.5680647467311548
7,2011-11-11,18.83,1.673,213.46,6.459,2011,11,45,315,4,-0.5000000000000004,0.8660254037844384,-0.7485107481711011,0.6631226582407952
7,2011-11-18,27.96,1.39,218.488,6.86,2011,11,46,322,4,-0.5000000000000004,0.8660254037844384,-0.6631226582407955,0.7485107481711007
7,2011-11-25,26.81,1.615,214.069,7.191,2011,11,47,329,4,-0.5000000000000004,0.8660254037844384,-0.5680647467311559,0.8229838658936564
7,2011-12-02,33.96,1.439,211.317,7.412,2011,12,48,336,4,-2.4492935982947064e-16,1.0,-0.4647231720437684,0.88545602565321
7,2011-12-09,28.63,1.676,220.029,7.088,2011,12,49,343,4,-2.4492935982947064e-16,1.0,-0.35460488704253595,0.9350162426854147
7,2011-12-16,40.91,1.756,210.755,6.897,2011,12,50,350,4,-2.4492935982947064e-16,1.0,-0.2393156642875578,0.970941817426052
7,2011-12-23,45.03,2.201,213.581,7.907,2011,12,51,357,4,-2.4492935982947064e-16,1.0,-0.12053668025532363,0.992708874098054
7,2011-12-30,50.35,2.385,214.312,7.584,2011,12,52,364,4,-2.4492935982947064e-16,1.0,6.432490598706546e-16,1.0
7,2012-01-06,49.68,2.676,220.946,8.545,2012,1,1,6,1,0.49999999999999994,0.8660254037844387,0.12053668025532305,0.992708874098054
7,2012-01-13,49.92,2.822,220.325,9.032,2012,1,2,13,1,0.49999999999999994,0.8660254037844387,0.23931566428755774,0.970941817426052
7,2012-01-20,50.66,2.954,220.085,8.266,2012,1,3,20,1,0.49999999999999994,0.8660254037844387,0.3546048870425356,0.9350162426854148
7,2012-01-27,56.75,2.957,220.516,8.419,2012,1,4,27,1,0.49999999999999994,0.8660254037844387,0.4647231720437685,0.8854560256532099
7,2012-02-03,59.26,3.368,218.458,7.843,2012,2,5,34,1,0.8660254037844386,0.5000000000000001,0.5680647467311558,0.8229838658936564
7,2012-02-10,66.58,3.444,222.207,9.064,2012,2,6,41,1,0.8660254037844386,0.5000000000000001,0.6631226582407952,0.7485107481711011
7,2012-02-17,69.38,3.682,219.201,8.912,2012,2,7,48,1,0.8660254037844386,0.5000000000000001,0.7485107481711011,0.6631226582407953
7,2012-02-24,68.25,3.913,220.707,9.594,2012,2,8,55,1,0.8660254037844386,0.5000000000000001,0.8229838658936564,0.5680647467311559
7,2012-03-02,79.99,3.516,220.017,9.442,2012,3,9,62,1,1.0,6.123233995736766e-17,0.8854560256532099,0.4647231720437686
7,2012-03-09,66.66,3.945,218.711,9.259,2012,3,10,69,1,1.0,6.123233995736766e-17,0.9350162426854148,0.35460488704253557
7,2012-03-16,68.93,3.803,219.026,9.895,2012,3,11,76,1,1.0,6.123233995736766e-17,0.970941817426052,0.23931566428755804
7,2012-03-23,83.99,3.881,216.262,9.897,2012,3,12,83,1,1.0,6.123233995736766e-17,0.992708874098054,0.120536680255323
7,2012-03-30,76.58,3.65,220.127,9.296,2012,3,13,90,1,1.0,6.123233995736766e-17,1.0,-1.6081226496766366e-16
7,2012-04-06,80.84,4.029,216.442,9.534,2012,4,14,97,2,0.8660254037844387,-0.4999999999999998,0.992708874098054,-0.12053668025532288
7,2012-04-13,70.61,3.891,220.959,10.544,2012,4,15,104,2,0.8660254037844387,-0.4999999999999998,0.9709418174260521,-0.2393156642875575
7,2012-04-20,78.76,3.67,219.166,9.838,2012,4,16,111,2,0.8660254037844387,-0.4999999999999998,0.9350162426854148,-0.35460488704253545
7,2012-04-27,69.79,3.74,218.516,10.307,2012,4,17,118,2,0.8660254037844387,-0.4999999999999998,0.8854560256532099,-0.4647231720437685
7,2012-05-04,67.83,4.039,219.718,9.765,2012,5,18,125,2,0.49999999999999994,-0.8660254037844387,0.8229838658936565,-0.5680647467311557
7,2012-05-11,69.82,3.512,221.423,9.617,2012,5,19,132,2,0.49999999999999994,-0.8660254037844387,0.7485107481711013,-0.663122658240795
7,2012-05-18,68.43,3.704,219.004,9.768,2012,5,20,139,2,0.49999999999999994,-0.8660254037844387,0.6631226582407952,-0.7485107481711012
7,2012-05-25,53.7,3.353,216.805,9.757,2012,5,21,146,2,0.49999999999999994,-0.8660254037844387,0.5680647467311558,-0.8229838658936564
7,2012-06-01,53.1,3.599,224.351,8.206,2012,6,22,153,2,1.2246467991473532e-16,-1.0,0.46472317204376906,-0.8854560256532096
7,2012-06-08,59.9,3.426,219.799,8.681,2012,6,23,160,2,1.2246467991473532e-16,-1.0,0.35460488704253584,-0.9350162426854147
7,2012-06-15,53.96,2.936,221.325,8.086,2012,6,24,167,2,1.2246467991473532e-16,-1.0,0.23931566428755768,-0.970941817426052
7,2012-06-22,51.89,2.642,222.361,8.566,2012,6,25,174,2,1.2246467991473532e-16,-1.0,0.12053668025532308,-0.992708874098054
7,2012-06-29,46.98,2.547,218.531,7.356,2012,6,26,181,2,1.2246467991473532e-16,-1.0,-3.216245299353273e-16,-1.0
7,2012-07-06,34.4,2.471,219.751,8.473,2012,7,27,188,3,-0.4999999999999997,-0.8660254037844388,-0.12053668025532283,-0.992708874098054
7,2012-07-13,39.52,2.065,221.245,8.181,2012,7,28,195,3,-0.4999999999999997,-0.8660254037844388,-0.23931566428755743,-0.9709418174260521
7,2012-07-20,25.81,2.399,217.313,6.302,2012,7,29,202,3,-0.4999999999999997,-0.8660254037844388,-0.3546048870425356,-0.9350162426854148
7,2012-07-27,26.21,1.795,219.616,6.362,2012,7,30,209,3,-0.4999999999999997,-0.8660254037844388,-0.46472317204376806,-0.8854560256532101
7,2012-08-03,21.35,1.325,220.436,6.949,2012,8,31,216,3,-0.8660254037844385,-0.5000000000000004,-0.5680647467311556,-0.8229838658936566
7,2012-08-10,28.32,1.653,220.352,6.959,2012,8,32,223,3,-0.8660254037844385,-0.5000000000000004,-0.663122658240795,-0.7485107481711013
7,2012-08-17,16.93,1.33,220.302,6.833,2012,8,33,230,3,-0.8660254037844385,-0.5000000000000004,-0.7485107481711011,-0.6631226582407952
7,2012-08-24,18.1,1.382,221.425,7.277,2012,8,34,237,3,-0.8660254037844385,-0.5000000000000004,-0.8229838658936564,-0.5680647467311559
7,2012-08-31,14.36,1.208,218.33,6.293,2012,8,35,244,3,-0.8660254037844385,-0.5000000000000004,-0.8854560256532096,-0.4647231720437691
7,2012-09-07,15.38,1.016,221.149,5.682,2012,9,36,251,3,-1.0,-1.8369701987210297e-16,-0.9350162426854147,-0.3546048870425359
7,2012-09-14,17.23,0.788,223.104,5.604,2012,9,37,258,3,-1.0,-1.8369701987210297e-16,-0.970941817426052,-0.23931566428755774
7,2012-09-21,22.83,1.465,219.933,6.442,2012,9,38,265,3,-1.0,-1.8369701987210297e-16,-0.992708874098054,-0.12053668025532357
7,2012-09-28,23.62,1.495,219.308,5.94,2012,9,39,272,3,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16
7,2012-10-05,18.01,1.186,221.576,6.092,2012,10,40,279,4,-0.8660254037844386,0.5000000000000001,-0.992708874098054,0.1205366802553232
7,2012-10-12,11.87,0.658,220.249,6.121,2012,10,41,286,4,-0.8660254037844386,0.5000000000000001,-0.9709418174260521,0.23931566428755738
7,2012-10-19,10.66,0.826,218.437,6.848,2012,10,42,293,4,-0.8660254037844386,0.5000000000000001,-0.9350162426854148,0.35460488704253557
7,2012-10-26,16.97,1.146,217.218,6.327,2012,10,43,300,4,-0.8660254037844386,0.5000000000000001,-0.8854560256532101,0.464723172043768
8,2010-02-05,55.21,3.218,210.012,9.122,2010,2,5,36,1,0.8660254037844386,0.5000000000000001,0.5680647467311558,0.8229838658936564
8,2010-02-12,59.41,3.424,210.164,9.268,2010,2,6,43,1,0.8660254037844386,0.5000000000000001,0.6631226582407952,0.7485107481711011
8,2010-02-19,61.14,3.851,208.661,9.994,2010,2,7,50,1,0.8660254037844386,0.5000000000000001,0.7485107481711011,0.6631226582407953
8,2010-02-26,69.92,3.379,211.093,10.096,2010,2,8,57,1,0.8660254037844386,0.5000000000000001,0.8229838658936564,0.5680647467311559
8,2010-03-05,76.85,3.758,211.22,9.483,2010,3,9,64,1,1.0,6.123233995736766e-17,0.8854560256532099,0.4647231720437686
8,2010-03-12,74.54,4.371,209.572,10.091,2010,3,10,71,1,1.0,6.123233995736766e-17,0.9350162426854148,0.35460488704253557
8,2010-03-19,71.57,4.112,209.972,10.887,2010,3,11,78,1,1.0,6.123233995736766e-17,0.970941817426052,0.23931566428755804
8,2010-03-26,72.09,3.527,208.569,9.738,2010,3,12,85,1,1.0,6.123233995736766e-17,0.992708874098054,0.120536680255323
8,2010-04-02,76.86,4.064,207.125,10.159,2010,4,13,92,2,0.8660254037844387,-0.4999999999999998,1.0,-1.6081226496766366e-16
8,2010-04-09,76.16,3.943,208.798,10.036,2010,4,14,99,2,0.8660254037844387,-0.4999999999999998,0.992708874098054,-0.12053668025532288
8,2010-04-16,67.04,3.88,212.743,9.991,2010,4,15,106,2,0.8660254037844387,-0.4999999999999998,0.9709418174260521,-0.2393156642875575
8,2010-04-23,74.24,4.18,208.055,10.121,2010,4,16,113,2,0.8660254037844387,-0.4999999999999998,0.9350162426854148,-0.35460488704253545
8,2010-04-30,63.79,3.665,209.062,10.151,2010,4,17,120,2,0.8660254037844387,-0.4999999999999998,0.8854560256532099,-0.4647231720437685
8,2010-05-07,68.97,3.749,208.878,9.337,2010,5,18,127,2,0.49999999999999994,-0.8660254037844387,0.8229838658936565,-0.5680647467311557
8,2010-05-14,59.38,3.479,211.626,9.058,2010,5,19,134,2,0.49999999999999994,-0.8660254037844387,0.7485107481711013,-0.663122658240795
8,2010-05-21,66.61,3.529,208.673,10.03,2010,5,20,141,2,0.49999999999999994,-0.8660254037844387,0.6631226582407952,-0.7485107481711012
8,2010-05-28,59.71,3.277,210.523,8.495,2010,5,21,148,2,0.49999999999999994,-0.8660254037844387,0.5680647467311558,-0.8229838658936564
8,2010-06-04,55.41,3.179,213.175,9.352,2010,6,22,155,2,1.2246467991473532e-16,-1.0,0.46472317204376906,-0.8854560256532096
8,2010-06-11,52.88,3.005,208.301,7.591,2010,6,23,162,2,1.2246467991473532e-16,-1.0,0.35460488704253584,-0.9350162426854147
8,2010-06-18,50.9,2.514,213.906,8.222,2010,6,24,169,2,1.2246467991473532e-16,-1.0,0.23931566428755768,-0.970941817426052
8,2010-06-25,54.01,2.563,208.801,8.747,2010,6,25,176,2,1.2246467991473532e-16,-1.0,0.12053668025532308,-0.992708874098054
8,2010-07-02,51.42,2.286,211.7,7.475,2010,7,26,183,3,-0.4999999999999997,-0.8660254037844388,-3.216245299353273e-16,-1.0
8,2010-07-09,31.78,2.433,209.404,8.167,2010,7,27,190,3,-0.4999999999999997,-0.8660254037844388,-0.12053668025532283,-0.992708874098054
8,2010-07-16,31.2,2.293,209.535,7.882,2010,7,28,197,3,-0.4999999999999997,-0.8660254037844388,-0.23931566428755743,-0.9709418174260521
8,2010-07-23,38.45,1.676,209.934,6.846,2010,7,29,204,3,-0.4999999999999997,-0.8660254037844388,-0.3546048870425356,-0.9350162426854148
8,2010-07-30,33.47,1.96,212.479,6.834,2010,7,30,211,3,-0.4999999999999997,-0.8660254037844388,-0.46472317204376806,-0.8854560256532101
8,2010-08-06,25.72,1.911,208.374,6.539,2010,8,31,218,3,-0.8660254037844385,-0.5000000000000004,-0.5680647467311556,-0.8229838658936566
8,2010-08-13,24.29,1.268,207.178,6.182,2010,8,32,225,3,-0.8660254037844385,-0.5000000000000004,-0.663122658240795,-0.7485107481711013
8,2010-08-20,21.9,1.404,211.424,6.159,2010,8,33,232,3,-0.8660254037844385,-0.5000000000000004,-0.7485107481711011,-0.6631226582407952
8,2010-08-27,22.95,1.098,208.953,6.332,2010,8,34,239,3,-0.8660254037844385,-0.5000000000000004,-0.8229838658936564,-0.5680647467311559
8,2010-09-03,13.05,1.511,210.807,6.294,2010,9,35,246,3,-1.0,-1.8369701987210297e-16,-0.8854560256532096,-0.4647231720437691
8,2010-09-10,17.12,1.115,209.718,6.387,2010,9,36,253,3,-1.0,-1.8369701987210297e-16,-0.9350162426854147,-0.3546048870425359
8,2010-09-17,14.64,0.705,210.992,5.674,2010,9,37,260,3,-1.0,-1.8369701987210297e-16,-0.970941817426052,-0.23931566428755774
8,2010-09-24,18.98,0.836,210.011,6.749,2010,9,38,267,3,-1.0,-1.8369701987210297e-16,-0.992708874098054,-0.12053668025532357
8,2010-10-01,10.26,1.104,210.1,5.526,2010,10,39,274,4,-0.8660254037844386,0.5000000000000001,-1.0,-1.8369701987210297e-16
8,2010-10-08,8.31,0.978,213.985,6.09,2010,10,40,281,4,-0.8660254037844386,0.5000000000000001,-0.992708874098054,0.1205366802553232
8,2010-10-15,12.59,0.997,212.739,5.184,2010,10,41,288,4,-0.8660254037844386,0.5000000000000001,-0.9709418174260521,0.23931566428755738
8,2010-10-22,16.91,1.09,209.258,5.055,2010,10,42,295,4,-0.8660254037844386,0.5000000000000001,-0.9350162426854148,0.35460488704253557
8,2010-10-29,17.46,1.132,208.761,6.66,2010,10,43,302,4,-0.8660254037844386,0.5000000000000001,-0.8854560256532101,0.464723172043768
8,2010-11-05,21.86,1.199,210.262,6.192,2010,11,44,309,4,-0.5000000000000004,0.8660254037844384,-0.822983865893657,0.5680647467311548
8,2010-11-12,24.08,1.334,212.661,6.165,2010,11,45,316,4,-0.5000000000000004,0.8660254037844384,-0.7485107481711011,0.6631226582407952
8,2010-11-19,23.1,1.303,208.357,6.795,2010,11,46,323,4,-0.5000000000000004,0.8660254037844384,-0.6631226582407955,0.7485107481711007
8,2010-11-26,28.72,1.778,211.661,7.604,2010,11,47,330,4,-0.5000000000000004,0.8660254037844384,-0.5680647467311559,0.8229838658936564
8,2010-12-03,37.93,1.77,213.223,7.254,2010,12,48,337,4,-2.4492935982947064e-16,1.0,-0.4647231720437684,0.88545602565321
8,2010-12-10,32.03,2.193,209.831,7.765,2010,12,49,344,4,-2.4492935982947064e-16,1.0,-0.35460488704253595,0.9350162426854147
8,2010-12-17,34.2,2.25,210.482,6.88,2010,12,50,351,4,-2.4492935982947064e-16,1.0,-0.2393156642875578,0.970941817426052
8,2010-12-24,48.93,1.991,208.509,7.422,2010,12,51,358,4,-2.4492935982947064e-16,1.0,-0.12053668025532363,0.992708874098054
8,2010-12-31,47.61,2.385,212.876,7.928,2010,12,52,365,4,-2.4492935982947064e-16,1.0,6.432490598706546e-16,1.0
8,2011-01-07,54.78,2.801,218.384,7.294,2011,1,1,7,1,0.49999999999999994,0.8660254037844387,0.12053668025532305,0.992708874098054
8,2011-01-14,66.69,2.736,215.769,8.69,2011,1,2,14,1,0.49999999999999994,0.8660254037844387,0.23931566428755774,0.970941817426052
8,2011-01-21,55.81,2.632,217.646,8.608,2011,1,3,21,1,0.49999999999999994,0.8660254037844387,0.3546048870425356,0.9350162426854148
8,2011-01-28,55.4,3.24,214.261,9.169,2011,1,4,28,1,0.49999999999999994,0.8660254037844387,0.4647231720437685,0.8854560256532099
8,2011-02-04,55.95,3.239,213.815,9.429,2011,2,5,35,1,0.8660254037844386,0.5000000000000001,0.5680647467311558,0.8229838658936564
8,2011-02-11,66.71,3.453,213.388,9.837,2011,2,6,42,1,0.8660254037844386,0.5000000000000001,0.6631226582407952,0.7485107481711011
8,2011-02-18,64.09,3.871,215.34,9.623,2011,2,7,49,1,0.8660254037844386,0.5000000000000001,0.7485107481711011,0.6631226582407953
8,2011-02-25,71.48,4.031,214.657,9.619,2011,2,8,56,1,0.8660254037844386,0.5000000000000001,0.8229838658936564,0.5680647467311559
8,2011-03-04,71.49,3.549,215.641,8.853,2011,3,9,63,1,1.0,6.123233995736766e-17,0.8854560256532099,0.4647231720437686
8,2011-03-11,71.15,4.293,216.455,9.739,2011,3,10,70,1,1.0,6.123233995736766e-17,0.9350162426854148,0.35460488704253557
8,2011-03-18,67.54,3.734,214.415,9.817,2011,3,11,77,1,1.0,6.123233995736766e-17,0.970941817426052,0.23931566428755804
8,2011-03-25,69.86,3.968,213.791,10.093,2011,3,12,84,1,1.0,6.123233995736766e-17,0.992708874098054,0.120536680255323
8,2011-04-01,76.29,4.356,215.237,11.069,2011,4,13,91,2,0.8660254037844387,-0.4999999999999998,1.0,-1.6081226496766366e-16
8,2011-04-08,65.78,3.965,211.909,10.529,2011,4,14,98,2,0.8660254037844387,-0.4999999999999998,0.992708874098054,-0.12053668025532288
8,2011-04-15,82.33,4.612,215.078,9.678,2011,4,15,105,2,0.8660254037844387,-0.4999999999999998,0.9709418174260521,-0.2393156642875575
