Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
LP002887,Male,Yes,1,Graduate,,12071,569,53.0,120.0,0.0,Urban,N
LP002888,Male,Yes,0,Graduate,No,1512,10092,26.0,240.0,1.0,Urban,Y
LP002889,Female,No,2,Graduate,Yes,11452,340,127.0,360.0,,Urban,Y
LP002890,Female,No,2,Graduate,No,35857,1225,211.0,360.0,1.0,Urban,Y
LP002891,Male,Yes,,Graduate,No,4377,1370,285.0,360.0,1.0,Urban,Y
LP002892,Female,Yes,0,Graduate,No,15937,1028,58.0,300.0,1.0,Rural,Y
LP002893,Female,Yes,1,Not Graduate,,2904,14443,231.0,300.0,1.0,Rural,Y
LP002894,,No,0,Graduate,No,26796,8343,208.0,300.0,1.0,Semiurban,Y
LP002895,Male,Yes,2,Graduate,No,16207,153,,360.0,0.0,Rural,Y
LP002896,Female,Yes,0,Graduate,No,8480,1967,244.0,360.0,1.0,Urban,Y
LP002897,Male,Yes,1,Graduate,No,9562,1081,173.0,300.0,1.0,Semiurban,N
LP002898,Male,No,0,Not Graduate,No,4026,2984,138.0,240.0,,Rural,N
LP002899,Male,No,0,Not Graduate,Yes,29914,1415,,120.0,1.0,Semiurban,Y
LP002900,Male,Yes,1,Graduate,No,7048,413,155.0,180.0,0.0,Semiurban,N
LP002901,Male,No,0,Graduate,No,19935,315,152.0,180.0,1.0,Urban,Y
LP002902,Female,Yes,1,Graduate,No,6188,677,261.0,360.0,,Urban,N
LP002903,Male,Yes,3+,Graduate,No,77553,948,102.0,360.0,1.0,Urban,Y
LP002904,Male,No,3+,Graduate,No,46524,1383,105.0,300.0,1.0,Urban,Y
LP002905,Male,No,0,Graduate,No,70192,552,124.0,300.0,1.0,Urban,Y
LP002906,Male,Yes,2,Graduate,Yes,77066,8494,282.0,180.0,,Rural,Y
LP002907,Female,Yes,0,Graduate,Yes,8041,2084,92.0,480.0,1.0,Urban,Y
LP002908,Male,No,3+,Graduate,No,6585,3129,215.0,360.0,1.0,Semiurban,Y
LP002909,Male,No,2,Graduate,No,67569,928,72.0,300.0,0.0,Rural,Y
LP002910,Male,No,0,Graduate,,11933,315,171.0,180.0,0.0,Semiurban,Y
LP002911,Male,Yes,1,Graduate,No,26018,3165,,360.0,1.0,Semiurban,Y
LP002912,Male,,0,Graduate,No,8131,332,,240.0,1.0,Rural,N
LP002913,Female,No,2,Graduate,No,8238,96,185.0,360.0,1.0,Semiurban,Y
LP002914,Female,Yes,1,Graduate,No,25951,2161,109.0,300.0,1.0,Rural,Y
LP002915,Male,,1,Graduate,No,2763,442,69.0,360.0,1.0,Urban,N
LP002916,Female,Yes,1,Graduate,,24997,734,134.0,360.0,1.0,Rural,Y
LP002917,Female,Yes,3+,Graduate,No,20324,2521,,240.0,1.0,Semiurban,Y
LP002918,Female,Yes,3+,Graduate,Yes,8741,359,162.0,120.0,1.0,Urban,Y
LP002919,Male,Yes,1,Graduate,No,13620,160,135.0,240.0,1.0,Rural,Y
LP002920,Male,Yes,2,Graduate,Yes,15439,4737,228.0,300.0,1.0,Rural,Y
LP002921,Male,No,2,Not Graduate,No,16149,1022,134.0,,1.0,Semiurban,Y
LP002922,Female,Yes,2,Graduate,No,23204,4958,163.0,240.0,1.0,Rural,Y
LP002923,Female,Yes,0,Graduate,No,6960,2324,91.0,240.0,1.0,Urban,Y
LP002924,Male,No,0,Graduate,No,115633,2408,128.0,300.0,1.0,Semiurban,Y
LP002925,Male,Yes,,Graduate,Yes,11333,1334,104.0,120.0,1.0,Semiurban,Y
LP002926,Female,Yes,1,Graduate,No,12033,1332,209.0,360.0,0.0,Urban,Y
LP002927,Female,Yes,0,Not Graduate,No,63307,4278,112.0,180.0,1.0,Semiurban,Y
LP002928,Female,,1,Graduate,No,3092,2914,117.0,360.0,1.0,Semiurban,Y
LP002929,Female,Yes,1,Graduate,No,62780,540,164.0,240.0,1.0,Urban,Y
LP002930,Male,No,1,Not Graduate,No,14396,1981,114.0,300.0,1.0,Urban,Y
LP002931,Male,Yes,1,Graduate,No,8741,521,220.0,300.0,1.0,Urban,Y
LP002932,Female,,0,Graduate,No,5454,753,247.0,240.0,1.0,Urban,Y
LP002933,Male,Yes,2,Graduate,Yes,4840,2169,105.0,240.0,1.0,Semiurban,Y
LP002934,Male,Yes,3+,Not Graduate,No,10163,512,192.0,,1.0,Semiurban,N
LP002935,Female,Yes,1,Graduate,No,16687,1309,107.0,300.0,,Urban,Y
LP002936,Male,No,2,Not Graduate,No,21982,1730,132.0,240.0,0.0,Semiurban,Y
LP002937,Female,Yes,0,Graduate,,16528,729,184.0,240.0,1.0,Rural,Y
LP002938,Male,Yes,2,Not Graduate,No,8882,2600,156.0,360.0,1.0,Urban,N
LP002939,Female,Yes,0,Not Graduate,No,39011,647,,300.0,1.0,Urban,Y
LP002940,Male,Yes,1,Graduate,No,113441,3398,204.0,240.0,1.0,Semiurban,Y
LP002941,Male,Yes,0,Graduate,No,44165,1282,204.0,300.0,1.0,Rural,Y
LP002942,Female,Yes,1,Graduate,No,10022,1349,152.0,180.0,1.0,Semiurban,N
LP002943,,Yes,0,Not Graduate,,19963,372,118.0,300.0,0.0,Rural,Y
LP002944,Female,No,1,Not Graduate,No,21013,827,150.0,360.0,1.0,Semiurban,Y
LP002945,Female,Yes,0,Graduate,No,48191,1385,99.0,300.0,1.0,Urban,Y
LP002946,Male,Yes,2,Graduate,No,10192,3749,189.0,360.0,1.0,Urban,Y
LP002947,Male,Yes,1,Not Graduate,No,6173,745,140.0,360.0,0.0,Semiurban,Y
LP002948,Male,Yes,0,Graduate,No,33093,3732,94.0,360.0,0.0,Urban,Y
LP002949,Male,No,0,Graduate,No,18492,442,217.0,120.0,1.0,Urban,Y
LP002950,Female,Yes,2,Graduate,No,5502,1637,149.0,240.0,0.0,Urban,Y
LP002951,Female,Yes,0,Graduate,No,23493,596,112.0,360.0,1.0,Semiurban,Y
LP002952,Female,No,1,Not Graduate,No,58139,6995,207.0,360.0,1.0,Urban,Y
LP002953,Female,Yes,1,Not Graduate,No,7669,5633,212.0,360.0,0.0,Rural,Y
LP002954,Male,Yes,0,Graduate,No,6549,1545,,360.0,1.0,Semiurban,Y
LP002955,Female,Yes,0,Graduate,No,13684,577,205.0,300.0,1.0,Urban,Y
LP002956,Female,No,1,Not Graduate,No,23022,177,157.0,360.0,1.0,Urban,Y
LP002957,Female,No,0,Not Graduate,No,12582,1726,198.0,360.0,1.0,Semiurban,Y
LP002958,Female,No,0,Graduate,No,33108,1406,146.0,360.0,1.0,Rural,Y
LP002959,Male,Yes,0,Graduate,Yes,16457,3071,168.0,360.0,1.0,Rural,Y
LP002960,Female,No,0,Graduate,No,30011,188,134.0,240.0,1.0,Urban,Y
LP002961,Male,,0,Not Graduate,No,7505,1299,199.0,300.0,1.0,Rural,N
LP002962,Male,Yes,,Graduate,No,5003,1834,116.0,360.0,1.0,Urban,N
LP002963,Male,No,1,Not Graduate,No,10177,371,201.0,240.0,1.0,Urban,Y
LP002964,Female,Yes,2,Graduate,Yes,4549,1261,158.0,240.0,1.0,Urban,N
LP002965,Female,Yes,0,Not Graduate,No,18535,458,187.0,360.0,1.0,Semiurban,Y
LP002966,Female,Yes,0,Not Graduate,No,2661,407,99.0,300.0,1.0,Semiurban,N
LP002967,,Yes,2,Graduate,No,9300,580,171.0,480.0,1.0,Semiurban,N
LP002968,Male,No,1,Not Graduate,No,10627,796,176.0,300.0,1.0,Urban,Y
LP002969,Female,Yes,0,Not Graduate,No,5783,4848,242.0,360.0,1.0,Urban,N
LP002970,Male,Yes,1,Not Graduate,No,10455,745,184.0,360.0,1.0,Semiurban,Y
LP002971,Male,Yes,1,Graduate,Yes,13405,397,120.0,300.0,1.0,Urban,Y
LP002972,Male,No,2,Graduate,,36878,2908,118.0,360.0,0.0,Semiurban,Y
LP002973,Female,,0,Graduate,Yes,5810,3763,188.0,180.0,1.0,Rural,Y
LP002974,Female,Yes,1,Graduate,No,17780,2931,123.0,300.0,0.0,Rural,N
LP002975,Male,No,2,Graduate,No,20839,5671,124.0,240.0,0.0,Semiurban,N
LP002976,Male,No,3+,Graduate,No,13135,1381,107.0,300.0,1.0,Urban,Y
LP002977,Female,Yes,2,Graduate,No,8969,1321,156.0,480.0,1.0,Semiurban,Y
LP002978,Male,Yes,0,Not Graduate,Yes,5371,471,160.0,180.0,1.0,Semiurban,Y
LP002979,Female,Yes,2,Graduate,No,61013,5877,133.0,240.0,1.0,Rural,Y
LP002980,Female,No,2,Graduate,No,14159,981,234.0,,1.0,Urban,Y
LP002981,Male,Yes,2,Graduate,No,10379,761,178.0,240.0,1.0,Rural,N
LP002982,Male,,2,Graduate,No,72928,684,237.0,360.0,1.0,Rural,Y
LP002983,Female,Yes,3+,Not Graduate,No,15959,2354,156.0,300.0,0.0,Rural,Y
LP002984,Female,No,0,Graduate,No,102211,1212,113.0,180.0,1.0,Semiurban,Y
LP002985,Male,Yes,0,Graduate,No,4302,1376,100.0,360.0,,Semiurban,N
LP002986,Female,No,2,Graduate,Yes,11051,742,143.0,360.0,0.0,Urban,N
LP002987,Male,No,0,Graduate,No,4464,864,187.0,120.0,1.0,Semiurban,N
LP002988,Male,Yes,0,Graduate,No,12116,918,135.0,360.0,1.0,Urban,Y
LP002989,Female,Yes,1,Graduate,No,12069,6038,192.0,180.0,1.0,Semiurban,Y
LP002990,,Yes,,Graduate,No,9261,126,220.0,240.0,,Semiurban,N
LP002991,Male,No,0,Graduate,No,13948,1877,109.0,360.0,1.0,Semiurban,Y
LP002992,Female,Yes,1,Not Graduate,No,9629,4047,95.0,360.0,0.0,Urban,Y
LP002993,Male,Yes,0,Graduate,No,12230,120,197.0,120.0,1.0,Semiurban,Y
LP002994,Male,Yes,0,Graduate,No,7298,1006,163.0,360.0,0.0,Rural,N
LP002995,Male,Yes,0,Graduate,No,42372,3563,166.0,360.0,1.0,Semiurban,Y
LP002996,Female,No,0,Graduate,No,5502,444,184.0,240.0,0.0,Semiurban,Y
LP002997,Male,Yes,2,Graduate,No,15833,1513,73.0,300.0,1.0,Semiurban,Y
LP002998,Male,No,2,Graduate,No,5145,358,172.0,480.0,1.0,Semiurban,N
LP002999,Male,Yes,2,Graduate,No,6850,1141,159.0,180.0,,Urban,N
LP003000,Female,Yes,0,Graduate,Yes,7460,5080,173.0,180.0,0.0,Semiurban,N
LP003001,,No,1,Graduate,Yes,12022,8389,102.0,360.0,1.0,Urban,Y
LP003002,Female,Yes,0,Graduate,No,15372,1489,154.0,300.0,1.0,Semiurban,Y
LP003003,Male,No,0,Not Graduate,No,5511,236,125.0,240.0,1.0,Semiurban,N
LP003004,Female,Yes,1,Graduate,No,9596,755,202.0,240.0,,Urban,N
LP003005,Male,Yes,2,Graduate,No,6045,124,145.0,360.0,1.0,Urban,Y
LP003006,Female,Yes,,Not Graduate,No,5835,770,,300.0,1.0,Semiurban,Y
LP003007,Female,No,0,Graduate,No,33085,3489,100.0,240.0,0.0,Urban,Y
LP003008,Male,No,3+,Graduate,No,4387,213,193.0,480.0,1.0,Urban,Y
LP003009,,Yes,1,Graduate,No,14182,855,199.0,360.0,1.0,Semiurban,Y
LP003010,Male,Yes,3+,Graduate,No,51971,411,246.0,300.0,1.0,Urban,Y
LP003011,Male,,3+,Graduate,No,35063,9437,133.0,360.0,1.0,Urban,Y
LP003012,Male,Yes,1,Not Graduate,No,18775,1769,99.0,300.0,1.0,Urban,Y
LP003013,Male,No,0,Graduate,No,13187,3042,143.0,120.0,1.0,Rural,Y
LP003014,Male,Yes,2,Graduate,No,24084,1557,115.0,360.0,1.0,Urban,Y
LP003015,Female,No,0,Graduate,No,17953,2733,118.0,180.0,0.0,Rural,Y
LP003016,Male,Yes,,Graduate,No,41693,4010,173.0,480.0,0.0,Semiurban,Y
LP003017,Female,No,2,Graduate,No,12004,1148,204.0,300.0,1.0,Urban,N
LP003018,Male,Yes,1,Graduate,No,29758,579,170.0,360.0,1.0,Rural,Y
LP003019,Male,Yes,0,Graduate,Yes,10295,356,,480.0,1.0,Urban,Y
LP003020,Female,No,1,Graduate,Yes,60766,9049,191.0,240.0,1.0,Semiurban,Y
LP003021,Male,Yes,2,Not Graduate,Yes,11737,2936,138.0,300.0,0.0,Semiurban,N
LP003022,Male,No,0,Graduate,Yes,3658,76,222.0,360.0,1.0,Semiurban,N
LP003023,,No,0,Graduate,No,14216,817,299.0,300.0,1.0,Urban,Y
LP003024,Male,Yes,0,Graduate,Yes,24629,1806,118.0,300.0,1.0,Urban,Y
LP003025,Male,Yes,0,Graduate,No,49165,8157,210.0,180.0,1.0,Rural,Y
LP003026,Male,Yes,2,Graduate,No,6021,292,210.0,360.0,0.0,Urban,Y
LP003027,Female,Yes,2,Not Graduate,No,3309,1829,176.0,360.0,1.0,Semiurban,Y
LP003028,Female,Yes,1,Graduate,Yes,19878,678,214.0,,1.0,Semiurban,Y
LP003029,Female,Yes,0,Graduate,No,19392,260,167.0,300.0,1.0,Urban,Y
LP003030,,Yes,0,Not Graduate,No,4320,5511,182.0,240.0,0.0,Semiurban,N
LP003031,Male,Yes,0,Graduate,No,10263,344,154.0,,1.0,Urban,Y
LP003032,Male,Yes,,Graduate,No,10638,3515,157.0,360.0,0.0,Urban,N
LP003033,Female,Yes,0,Graduate,No,25809,161,181.0,300.0,1.0,Rural,Y
LP003034,Male,Yes,1,Graduate,No,9595,609,171.0,240.0,1.0,Rural,Y
LP003035,Male,Yes,0,Not Graduate,No,9429,2178,97.0,360.0,,Urban,N
LP003036,Male,Yes,2,Graduate,No,14642,2591,175.0,360.0,1.0,Urban,Y
LP003037,Male,Yes,2,Graduate,Yes,4436,1852,137.0,360.0,1.0,Rural,N
LP003038,Female,Yes,1,Graduate,No,61121,3577,122.0,360.0,1.0,Semiurban,Y
LP003039,Male,Yes,0,Graduate,No,28205,775,198.0,360.0,1.0,Urban,Y
LP003040,Male,No,2,Graduate,No,7620,5830,,360.0,1.0,Urban,Y
LP003041,Male,Yes,3+,Not Graduate,No,5463,1682,136.0,240.0,1.0,Semiurban,N
LP003042,Female,Yes,0,Graduate,No,5813,2648,96.0,120.0,1.0,Semiurban,Y
LP003043,Male,No,2,Graduate,Yes,21362,1696,129.0,240.0,1.0,Rural,Y
LP003044,Male,No,,Graduate,Yes,5953,1977,269.0,300.0,1.0,Rural,N
LP003045,Female,Yes,1,Not Graduate,No,10943,329,111.0,180.0,0.0,Rural,Y
LP003046,Female,Yes,0,Graduate,No,3454,354,142.0,,1.0,Semiurban,Y
LP003047,Male,Yes,1,Graduate,No,20599,572,219.0,360.0,1.0,Urban,Y
LP003048,Male,Yes,1,Graduate,No,21226,2032,171.0,,1.0,Urban,Y
LP003049,Male,No,1,Graduate,No,11525,541,143.0,180.0,1.0,Urban,Y
LP003050,Male,Yes,3+,Graduate,No,15597,768,115.0,300.0,1.0,Urban,Y
LP003051,Male,No,2,Not Graduate,No,25250,1005,183.0,300.0,1.0,Semiurban,Y
LP003052,Male,Yes,0,Graduate,No,15265,6011,,360.0,1.0,Semiurban,Y
LP003053,,No,1,Graduate,No,24951,2260,258.0,360.0,1.0,Rural,Y
LP003054,Male,Yes,1,Graduate,Yes,5248,189,135.0,480.0,1.0,Urban,N
LP003055,Female,Yes,0,Not Graduate,No,18087,1328,,180.0,0.0,Urban,N
LP003056,Female,Yes,0,Graduate,No,15595,761,193.0,360.0,1.0,Semiurban,Y
LP003057,Female,Yes,3+,Graduate,No,34947,833,193.0,180.0,1.0,Rural,Y
LP003058,Male,Yes,1,Graduate,No,13688,1097,142.0,240.0,1.0,Semiurban,N
LP003059,Male,No,0,Graduate,No,12358,4234,127.0,360.0,1.0,Urban,Y
LP003060,Female,Yes,0,Graduate,No,8555,413,137.0,480.0,1.0,Urban,Y
LP003061,Male,No,1,Graduate,No,44045,1400,202.0,360.0,0.0,Rural,Y
LP003062,Male,,1,Graduate,No,2028,1554,176.0,300.0,1.0,Rural,N
LP003063,Male,Yes,,Graduate,,20109,840,56.0,240.0,1.0,Urban,Y
LP003064,Female,No,1,Graduate,Yes,13143,509,85.0,360.0,1.0,Urban,Y
LP003065,Female,Yes,0,Not Graduate,No,11534,443,143.0,480.0,0.0,Semiurban,Y
LP003066,,Yes,0,Graduate,Yes,10265,661,176.0,360.0,1.0,Semiurban,Y
LP003067,Male,Yes,1,Graduate,No,12775,2657,138.0,360.0,1.0,Urban,Y
LP003068,Female,Yes,0,Graduate,Yes,19591,713,124.0,360.0,1.0,Semiurban,Y
LP003069,Male,No,2,Graduate,No,7072,973,100.0,360.0,1.0,Semiurban,Y
LP003070,Female,Yes,,Graduate,No,14883,273,195.0,480.0,0.0,Urban,Y
LP003071,Female,,1,Graduate,No,17687,620,154.0,480.0,0.0,Semiurban,Y
LP003072,Female,No,0,Graduate,No,6229,1444,234.0,360.0,0.0,Urban,N
LP003073,Male,Yes,0,Graduate,No,19992,148,85.0,240.0,1.0,Semiurban,Y
LP003074,Male,Yes,2,Graduate,No,17803,3842,184.0,300.0,0.0,Urban,Y
LP003075,Male,No,1,Graduate,No,7050,538,177.0,240.0,1.0,Urban,Y
LP003076,Female,Yes,2,Graduate,No,5164,9095,,240.0,1.0,Rural,Y
LP003077,,No,1,Graduate,,6976,1815,191.0,240.0,1.0,Semiurban,Y
LP003078,Male,Yes,1,Graduate,Yes,14887,121,124.0,360.0,1.0,Semiurban,Y
LP003079,Male,No,2,Graduate,No,12572,1530,140.0,360.0,0.0,Semiurban,Y
LP003080,Female,No,1,Graduate,No,40747,748,158.0,120.0,0.0,Urban,Y
LP003081,Female,Yes,1,Graduate,,9959,1553,99.0,180.0,,Urban,N
LP003082,Female,Yes,2,Not Graduate,No,6559,7631,201.0,480.0,1.0,Semiurban,N
LP003083,Male,Yes,3+,Graduate,No,22597,2555,,240.0,1.0,Urban,Y
LP003084,Male,,0,Graduate,No,6099,836,91.0,360.0,1.0,Semiurban,Y
LP003085,Female,Yes,1,Graduate,No,7096,205,66.0,240.0,1.0,Rural,Y
LP003086,,Yes,0,Graduate,No,7171,3125,204.0,240.0,1.0,Urban,N
LP003087,Male,,0,Graduate,No,1214,2021,160.0,300.0,1.0,Urban,Y
LP003088,,No,1,Graduate,No,21025,4400,123.0,300.0,,Urban,N
LP003089,Male,Yes,2,Not Graduate,No,28338,923,154.0,360.0,1.0,Semiurban,N
LP003090,Male,Yes,1,Graduate,Yes,27815,1562,163.0,240.0,1.0,Urban,Y
LP003091,,Yes,2,Not Graduate,No,60375,816,88.0,240.0,1.0,Urban,Y
LP003092,Female,Yes,0,Graduate,No,44606,1217,157.0,360.0,1.0,Semiurban,Y
LP003093,Male,Yes,1,Graduate,No,10227,178,219.0,,1.0,Semiurban,Y
LP003094,Female,Yes,3+,Graduate,No,32447,1606,228.0,480.0,1.0,Urban,Y
LP003095,Male,No,0,Graduate,No,12355,1735,192.0,240.0,1.0,Semiurban,Y
LP003096,,No,0,Not Graduate,Yes,9501,599,162.0,,1.0,Urban,N
LP003097,Female,Yes,1,Graduate,No,7299,2271,196.0,180.0,1.0,Semiurban,Y
LP003098,Male,Yes,2,Graduate,No,10784,3124,185.0,,1.0,Urban,Y
LP003099,Male,Yes,1,Graduate,No,17381,5885,93.0,300.0,1.0,Rural,Y
LP003100,Male,Yes,1,Graduate,No,47330,322,,180.0,1.0,Semiurban,Y
LP003101,Male,Yes,1,Graduate,No,23930,2448,181.0,,1.0,Rural,Y
LP003102,Female,Yes,0,Graduate,Yes,7208,5461,116.0,480.0,1.0,Semiurban,Y
LP003103,Female,Yes,2,Graduate,No,5794,719,98.0,360.0,1.0,Rural,N
LP003104,Male,No,0,Not Graduate,No,21053,5848,214.0,,1.0,Semiurban,Y
LP003105,Male,No,0,Graduate,No,27498,458,153.0,120.0,1.0,Rural,Y
LP003106,Male,Yes,1,Graduate,No,35666,1192,146.0,360.0,1.0,Semiurban,Y
LP003107,Female,Yes,,Graduate,No,10775,138,89.0,360.0,0.0,Urban,Y
LP003108,Male,No,2,Not Graduate,Yes,19449,116,127.0,120.0,1.0,Urban,Y
LP003109,Male,No,2,Graduate,No,26493,170,,180.0,1.0,Rural,Y
LP003110,Female,Yes,0,Not Graduate,No,4533,6017,104.0,300.0,1.0,Semiurban,Y
LP003111,Female,Yes,0,Graduate,No,16684,432,89.0,300.0,1.0,Semiurban,Y
LP003112,Male,,,Graduate,No,27542,433,237.0,240.0,1.0,Semiurban,Y
LP003113,Female,,2,Graduate,No,20096,1789,220.0,240.0,,Semiurban,N
LP003114,Male,Yes,2,Not Graduate,No,12525,449,144.0,360.0,0.0,Semiurban,N
LP003115,Male,Yes,3+,Graduate,No,107791,4656,83.0,,1.0,Urban,Y
LP003116,Female,Yes,0,Graduate,Yes,62593,10263,63.0,480.0,1.0,Rural,Y
LP003117,Female,Yes,1,Graduate,No,13460,76,127.0,300.0,0.0,Semiurban,N
LP003118,Male,Yes,1,Graduate,No,11478,2047,37.0,360.0,1.0,Semiurban,N
LP003119,Male,No,2,Graduate,No,23393,92,127.0,360.0,0.0,Semiurban,Y
LP003120,Male,Yes,1,Not Graduate,No,12758,214,48.0,300.0,1.0,Rural,Y
LP003121,Male,Yes,2,Not Graduate,No,36946,1945,145.0,480.0,1.0,Urban,Y
LP003122,Male,Yes,0,Not Graduate,No,4847,353,159.0,120.0,1.0,Semiurban,Y
LP003123,Male,Yes,0,Graduate,No,11019,1499,140.0,,1.0,Rural,Y
LP003124,Male,Yes,0,Graduate,No,23114,1138,258.0,,1.0,Semiurban,Y
LP003125,Female,Yes,0,Graduate,No,29821,151,139.0,180.0,1.0,Semiurban,Y
LP003126,Female,Yes,0,Graduate,No,4085,2413,236.0,300.0,1.0,Rural,Y
LP003127,Female,Yes,0,Not Graduate,No,6227,1569,164.0,360.0,1.0,Urban,N
LP003128,Male,Yes,0,Graduate,Yes,3494,1148,250.0,300.0,1.0,Urban,Y
LP003129,Female,No,,Not Graduate,No,6643,503,62.0,360.0,1.0,Rural,Y
LP003130,Female,Yes,2,Not Graduate,No,4808,1750,95.0,360.0,0.0,Semiurban,N
LP003131,Female,Yes,2,Graduate,No,20564,232,135.0,180.0,1.0,Rural,Y
LP003132,Female,Yes,0,Graduate,Yes,16045,327,230.0,480.0,1.0,Semiurban,Y
LP003133,Female,Yes,0,Graduate,No,11812,1611,138.0,120.0,1.0,Semiurban,N
LP003134,Male,Yes,0,Graduate,No,13641,3775,115.0,360.0,1.0,Semiurban,Y
LP003135,Male,Yes,3+,Graduate,No,34731,618,180.0,360.0,1.0,Urban,Y
LP003136,Female,,1,Not Graduate,No,5803,1897,195.0,180.0,1.0,Urban,Y
LP003137,Female,No,0,Graduate,No,2852,1402,111.0,360.0,1.0,Rural,N
LP003138,Female,Yes,2,Graduate,,23586,1802,115.0,480.0,1.0,Rural,Y
LP003139,Male,No,,Graduate,Yes,9771,478,234.0,300.0,1.0,Semiurban,N
LP003140,Male,Yes,2,Not Graduate,No,5915,916,212.0,360.0,,Urban,Y
LP003141,Male,No,0,Graduate,No,20810,1047,225.0,300.0,0.0,Semiurban,Y
LP003142,Female,Yes,0,Graduate,No,2768,6621,197.0,360.0,1.0,Urban,N
LP003143,Male,Yes,1,Graduate,No,6727,291,107.0,480.0,1.0,Semiurban,N
LP003144,Male,Yes,2,Graduate,Yes,1976,203,148.0,300.0,0.0,Semiurban,N
LP003145,Male,Yes,2,Graduate,No,16436,40105,96.0,360.0,1.0,Semiurban,Y
LP003146,Male,No,1,Graduate,No,47049,1588,198.0,240.0,1.0,Semiurban,Y
LP003147,Female,No,0,Graduate,No,8446,2117,122.0,300.0,1.0,Urban,Y
LP003148,Female,Yes,1,Not Graduate,No,7092,2369,64.0,240.0,1.0,Semiurban,Y
LP003149,Female,No,3+,Graduate,No,55694,2769,155.0,240.0,1.0,Urban,Y
LP003150,Male,No,1,Graduate,No,22069,3225,,360.0,1.0,Semiurban,Y
LP003151,Female,Yes,2,Graduate,No,89711,2784,81.0,360.0,1.0,Semiurban,Y
LP003152,Male,Yes,1,Graduate,Yes,15193,4240,143.0,180.0,1.0,Urban,Y
LP003153,Female,Yes,1,Graduate,No,16015,1340,122.0,360.0,1.0,Rural,Y
LP003154,Male,Yes,1,Graduate,No,42440,3970,199.0,360.0,1.0,Urban,Y
LP003155,Male,Yes,2,Not Graduate,No,11862,10618,47.0,360.0,0.0,Urban,N
LP003156,Female,Yes,2,Graduate,No,16281,1387,206.0,360.0,1.0,Semiurban,Y
LP003157,Female,Yes,1,Graduate,No,1925,1952,114.0,300.0,1.0,Rural,N
LP003158,Male,Yes,1,Graduate,No,53646,546,142.0,300.0,1.0,Urban,Y
LP003159,Female,No,0,Graduate,No,18264,899,192.0,180.0,1.0,Semiurban,Y
LP003160,Male,Yes,0,Not Graduate,No,12260,1674,223.0,300.0,1.0,Urban,Y
LP003161,,Yes,3+,Graduate,No,27608,687,152.0,120.0,1.0,Urban,Y
LP003162,Male,Yes,0,Graduate,No,5191,1225,113.0,300.0,1.0,Rural,Y
LP003163,Male,Yes,2,Graduate,No,8594,1651,123.0,180.0,1.0,Rural,Y
LP003164,Male,Yes,2,Not Graduate,No,20799,6800,208.0,360.0,1.0,Urban,Y
LP003165,Male,Yes,2,Graduate,No,13838,388,105.0,480.0,1.0,Rural,Y
LP003166,Male,Yes,3+,Graduate,No,19097,1815,166.0,360.0,1.0,Urban,Y
LP003167,Female,Yes,1,Graduate,No,16308,531,150.0,240.0,1.0,Urban,Y
LP003168,Male,Yes,2,Not Graduate,No,22124,2749,187.0,360.0,1.0,Urban,Y
LP003169,Female,Yes,0,Not Graduate,No,4644,3024,151.0,360.0,1.0,Semiurban,Y
LP003170,Male,Yes,1,Graduate,No,37142,8208,128.0,360.0,1.0,Urban,Y
LP003171,Female,Yes,2,Not Graduate,No,9071,657,124.0,240.0,1.0,Semiurban,Y
LP003172,Male,Yes,0,Graduate,No,13991,1305,123.0,300.0,1.0,Urban,N
LP003173,Male,Yes,2,Graduate,No,8261,2878,81.0,180.0,1.0,Urban,Y
LP003174,Male,No,2,Graduate,No,10615,2417,175.0,360.0,1.0,Semiurban,Y
LP003175,Male,Yes,2,Not Graduate,No,16046,55,160.0,300.0,0.0,Rural,N
LP003176,Male,,0,Graduate,Yes,24055,480,,120.0,1.0,Semiurban,Y
LP003177,Female,No,1,Graduate,No,27473,2173,129.0,360.0,1.0,Urban,Y
LP003178,Female,Yes,0,Graduate,Yes,18882,852,136.0,360.0,1.0,Rural,Y
LP003179,Female,Yes,2,Not Graduate,No,8294,2903,120.0,120.0,1.0,Urban,Y
LP003180,,Yes,1,Graduate,No,17953,3829,144.0,300.0,1.0,Semiurban,Y
LP003181,Male,Yes,1,Graduate,No,16191,848,144.0,300.0,1.0,Semiurban,Y
LP003182,Male,Yes,,Graduate,No,14006,2255,194.0,480.0,1.0,Semiurban,Y
LP003183,Male,Yes,0,Graduate,No,20483,6294,149.0,240.0,1.0,Semiurban,Y
LP003184,Male,Yes,0,Graduate,No,4814,3722,,360.0,1.0,Urban,N
LP003185,Male,Yes,0,Graduate,Yes,2639,434,80.0,180.0,1.0,Rural,Y
LP003186,Male,No,1,Not Graduate,,34613,878,96.0,480.0,1.0,Urban,Y
LP003187,Male,Yes,2,Graduate,No,12026,1133,81.0,300.0,1.0,Rural,Y
LP003188,Male,No,0,Graduate,No,18633,356,130.0,180.0,1.0,Urban,Y
LP003189,Female,No,0,Graduate,No,6673,3959,152.0,300.0,1.0,Urban,N
LP003190,Female,No,1,Graduate,No,36672,505,233.0,120.0,0.0,Rural,Y
LP003191,Male,No,2,Graduate,No,17677,970,108.0,180.0,1.0,Rural,Y
