Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
LP000458,Male,Yes,1,Graduate,Yes,22325,115,117.0,,1.0,Urban,Y
LP005688,Female,Yes,0,Graduate,Yes,11669,3643,,120.0,1.0,Rural,N
LP002108,Female,Yes,1,Not Graduate,No,25728,4813,196.0,360.0,1.0,Semiurban,Y
LP003373,Male,Yes,0,Not Graduate,No,10989,993,220.0,360.0,1.0,Rural,N
LP009205,Female,Yes,0,Graduate,No,10631,1283,139.0,300.0,1.0,Rural,Y
LP001513,Female,No,0,Graduate,,13202,426,166.0,240.0,0.0,Rural,Y
LP005255,,Yes,0,Graduate,No,23158,8886,157.0,360.0,1.0,Semiurban,Y
LP004911,Female,Yes,1,Graduate,No,12536,786,223.0,,0.0,Rural,Y
LP007498,Female,Yes,0,Graduate,No,53857,67,138.0,,1.0,Semiurban,Y
LP005021,Female,Yes,0,Graduate,No,12438,2101,119.0,360.0,1.0,Urban,Y
LP000265,Female,No,0,Graduate,No,15125,6865,106.0,180.0,1.0,Urban,Y
LP008185,Male,Yes,0,Graduate,No,34065,448,136.0,180.0,0.0,Urban,Y
LP007213,Male,Yes,1,Graduate,No,16023,1377,237.0,360.0,1.0,Rural,Y
LP001826,Male,Yes,0,Graduate,No,33625,3170,106.0,300.0,1.0,Urban,Y
LP006591,Male,Yes,2,Graduate,No,7549,19864,203.0,300.0,1.0,Rural,Y
LP005855,Male,Yes,0,Not Graduate,No,5729,1741,140.0,180.0,1.0,Rural,Y
LP009262,Male,No,,Not Graduate,No,45590,539,159.0,180.0,,Urban,Y
LP001097,Male,No,2,Not Graduate,No,6384,3457,90.0,360.0,1.0,Semiurban,Y
LP004583,Female,Yes,0,Graduate,No,6477,1707,159.0,360.0,1.0,Urban,N
LP008202,Male,Yes,1,Graduate,Yes,9367,225,,360.0,1.0,Urban,Y
LP009961,Male,Yes,0,Graduate,Yes,1670,6018,194.0,180.0,,Urban,N
LP002505,Male,Yes,0,Not Graduate,Yes,36726,1149,158.0,180.0,0.0,Rural,Y
LP006299,Female,Yes,1,Graduate,No,2135,68,146.0,300.0,1.0,Rural,Y
LP004807,Male,Yes,1,Graduate,No,9838,582,,240.0,,Urban,N
LP007178,Female,Yes,0,Graduate,No,16603,1161,168.0,360.0,1.0,Urban,Y
LP004075,Female,Yes,1,Not Graduate,No,10010,3008,80.0,360.0,1.0,Urban,Y
LP002330,Male,Yes,3+,Graduate,No,23269,33,114.0,360.0,1.0,Urban,Y
LP007712,Male,No,1,Graduate,No,66132,1321,186.0,480.0,1.0,Rural,Y
LP003386,Female,Yes,0,Graduate,No,14272,2346,178.0,360.0,1.0,Urban,Y
LP004037,Female,,0,Graduate,No,11137,3920,174.0,300.0,1.0,Rural,N
LP007156,Female,Yes,2,Graduate,,7955,4717,,300.0,1.0,Rural,Y
LP009899,Female,No,1,Graduate,No,27791,1419,180.0,240.0,1.0,Rural,Y
LP007851,,No,1,Not Graduate,No,28987,528,157.0,300.0,1.0,Rural,Y
LP001306,Female,Yes,2,Graduate,No,11310,581,173.0,240.0,1.0,Rural,Y
LP008026,Male,No,2,Graduate,No,15365,576,57.0,480.0,1.0,Urban,Y
LP006147,Male,No,0,Graduate,No,27578,1515,144.0,360.0,1.0,Urban,Y
LP007615,Male,No,0,Graduate,No,10207,818,135.0,300.0,1.0,Rural,Y
LP009186,Female,No,0,Graduate,No,112777,11225,106.0,480.0,1.0,Urban,Y
LP002603,Female,Yes,0,Graduate,No,3578,1569,177.0,360.0,1.0,Rural,Y
LP007955,Female,No,2,Graduate,No,5806,775,189.0,300.0,0.0,Semiurban,N
LP002689,Male,Yes,0,Graduate,Yes,8277,206,157.0,300.0,0.0,Semiurban,N
LP004608,Male,Yes,1,Graduate,No,6946,2496,119.0,300.0,1.0,Rural,Y
LP004386,Male,No,2,Graduate,Yes,15400,3750,119.0,300.0,,Urban,Y
LP008173,Male,,3+,Graduate,Yes,6275,5264,254.0,360.0,0.0,Semiurban,N
LP006136,Male,Yes,1,Graduate,No,30050,766,,300.0,,Urban,Y
LP000978,Male,No,2,Not Graduate,No,33425,6794,196.0,360.0,1.0,Rural,N
LP006919,Female,No,2,Graduate,No,8305,166,112.0,360.0,1.0,Semiurban,Y
LP007612,,Yes,2,Graduate,No,12308,456,213.0,360.0,1.0,Rural,Y
LP004524,Male,Yes,3+,Graduate,No,23416,5223,199.0,360.0,1.0,Urban,Y
LP004059,Female,,1,Not Graduate,No,9001,657,99.0,360.0,0.0,Urban,N
LP007414,Female,Yes,1,Not Graduate,Yes,8118,1902,91.0,300.0,1.0,Rural,N
LP004758,Female,Yes,0,Not Graduate,No,14162,2118,181.0,240.0,1.0,Urban,Y
LP009891,Female,Yes,3+,Not Graduate,No,9360,9393,136.0,360.0,1.0,Urban,Y
LP005816,Male,Yes,0,Not Graduate,No,16976,1447,141.0,240.0,0.0,Rural,N
LP007527,Male,No,1,Graduate,No,10769,239,170.0,300.0,1.0,Semiurban,Y
LP001041,Male,Yes,2,Graduate,No,13641,312,227.0,360.0,1.0,Urban,Y
LP000718,Female,Yes,1,Graduate,,5857,1694,125.0,360.0,1.0,Urban,N
LP002564,Male,No,2,Graduate,No,4004,2789,115.0,360.0,1.0,Rural,Y
LP002451,Male,No,0,Graduate,Yes,26191,802,148.0,300.0,1.0,Semiurban,Y
LP009157,Female,Yes,0,Graduate,No,32932,4973,172.0,300.0,1.0,Urban,Y
LP001475,Male,No,1,Graduate,No,48686,2542,48.0,180.0,1.0,Rural,Y
LP002895,Male,Yes,2,Graduate,No,16207,153,,360.0,0.0,Rural,Y
LP000104,,Yes,0,Graduate,No,22554,2785,194.0,240.0,1.0,Urban,Y
LP003803,Female,No,0,Graduate,No,24803,3020,,480.0,0.0,Urban,Y
LP001456,Female,Yes,0,Not Graduate,No,10223,2409,177.0,300.0,1.0,Urban,Y
LP008157,Female,No,0,Graduate,No,4021,3402,200.0,360.0,1.0,Urban,N
LP006480,Male,Yes,2,Graduate,No,9333,912,183.0,360.0,1.0,Urban,Y
LP007082,Female,Yes,2,Graduate,No,9821,1330,157.0,300.0,1.0,Urban,N
LP002066,Female,Yes,0,Graduate,No,50345,2737,128.0,240.0,1.0,Semiurban,Y
LP008452,Male,Yes,0,Graduate,No,10102,500,109.0,300.0,1.0,Semiurban,Y
LP002929,Female,Yes,1,Graduate,No,62780,540,164.0,240.0,1.0,Urban,Y
LP000029,Male,Yes,0,Graduate,No,10179,1547,123.0,360.0,1.0,Semiurban,Y
LP000446,Female,No,1,Not Graduate,No,8746,193,183.0,360.0,0.0,Urban,N
LP003468,Female,No,0,Graduate,Yes,11788,868,182.0,300.0,1.0,Rural,Y
LP001882,Female,Yes,1,Graduate,No,11733,592,122.0,360.0,1.0,Semiurban,N
LP009713,Male,Yes,2,Graduate,Yes,3617,604,241.0,480.0,1.0,Urban,Y
LP008146,Male,Yes,0,Not Graduate,No,125614,1993,138.0,180.0,0.0,Semiurban,Y
LP004431,Female,No,1,Graduate,No,13195,537,157.0,240.0,0.0,Semiurban,Y
LP005251,Male,Yes,2,Not Graduate,No,4576,6506,167.0,360.0,1.0,Urban,N
LP008662,Male,No,0,Not Graduate,No,11002,5130,136.0,360.0,0.0,Urban,Y
LP001365,Female,Yes,1,Graduate,Yes,3216,212,219.0,360.0,1.0,Urban,Y
LP004090,Male,,2,Graduate,No,21808,449,,300.0,1.0,Urban,Y
LP009542,Male,Yes,1,Graduate,No,19429,27886,225.0,360.0,1.0,Rural,Y
LP007085,Female,Yes,0,Graduate,,4541,2882,191.0,360.0,1.0,Urban,Y
LP006589,Male,Yes,3+,Not Graduate,No,12292,247,220.0,300.0,1.0,Urban,Y
LP005804,Female,Yes,1,Graduate,No,12515,231,267.0,180.0,1.0,Urban,Y
LP001372,Male,Yes,2,Not Graduate,No,50958,364,137.0,300.0,1.0,Urban,Y
LP005848,Female,No,0,Not Graduate,No,4371,923,,360.0,1.0,Semiurban,Y
LP009957,Female,No,0,Not Graduate,No,12159,3482,250.0,300.0,1.0,Urban,Y
LP000591,Male,No,1,Graduate,Yes,34521,256,196.0,240.0,1.0,Urban,Y
LP008385,Male,Yes,1,Graduate,No,22869,794,,,1.0,Urban,Y
LP001264,Male,Yes,2,Graduate,No,38917,1187,59.0,360.0,1.0,Urban,Y
LP002114,Female,No,2,Graduate,Yes,3870,923,34.0,120.0,1.0,Urban,Y
LP002246,Male,Yes,0,Graduate,No,20310,440,135.0,240.0,1.0,Semiurban,Y
LP001070,Male,Yes,1,Graduate,No,33385,911,196.0,300.0,1.0,Urban,Y
LP002138,Female,Yes,0,Graduate,Yes,32629,2641,199.0,360.0,1.0,Semiurban,Y
LP007539,Male,No,0,Graduate,No,30440,7739,,360.0,1.0,Rural,Y
LP001024,Female,Yes,0,Not Graduate,No,9997,4495,232.0,120.0,1.0,Rural,Y
LP007047,Female,Yes,0,Graduate,No,1576,2842,204.0,360.0,1.0,Rural,N
LP000152,Male,Yes,0,Graduate,Yes,11822,173,,360.0,1.0,Urban,Y
LP004894,Male,No,1,Graduate,No,22436,486,108.0,360.0,1.0,Semiurban,Y
LP003651,Female,Yes,2,Graduate,,15565,331,121.0,,1.0,Rural,Y
LP002757,Male,Yes,,Not Graduate,No,21472,790,194.0,360.0,1.0,Semiurban,Y
LP005173,Male,No,0,Graduate,No,19102,528,100.0,360.0,1.0,Semiurban,Y
LP004622,Female,Yes,2,Graduate,,7706,423,115.0,360.0,1.0,Rural,Y
LP000654,Female,Yes,0,Graduate,Yes,12226,239,198.0,360.0,1.0,Urban,N
LP001288,Male,Yes,0,Not Graduate,,8158,1546,179.0,300.0,1.0,Rural,N
LP008274,Male,,0,Not Graduate,No,14602,1609,,,0.0,Semiurban,Y
LP008754,Male,Yes,1,Graduate,No,35055,5049,167.0,360.0,1.0,Rural,Y
LP005668,Female,Yes,1,Graduate,No,37920,1661,151.0,360.0,0.0,Rural,Y
LP002510,Female,,0,Graduate,Yes,18632,2474,122.0,480.0,1.0,Rural,Y
LP004828,Male,Yes,0,Graduate,No,10624,2698,,360.0,1.0,Urban,N
LP006049,,Yes,0,Graduate,No,7431,683,211.0,120.0,1.0,Urban,N
LP002344,Male,Yes,1,Graduate,No,54722,1197,107.0,240.0,0.0,Semiurban,Y
LP001404,Female,Yes,1,Graduate,No,11373,192,143.0,,1.0,Semiurban,Y
LP000424,Male,Yes,1,Graduate,No,7526,1114,215.0,360.0,1.0,Semiurban,Y
LP008543,Female,Yes,3+,Not Graduate,No,59338,1119,142.0,360.0,0.0,Urban,Y
LP002423,Female,Yes,1,Graduate,Yes,11921,446,196.0,360.0,0.0,Semiurban,N
LP003037,Male,Yes,2,Graduate,Yes,4436,1852,137.0,360.0,1.0,Rural,N
LP001896,Female,Yes,2,Graduate,No,18061,471,128.0,120.0,1.0,Urban,Y
LP007811,,No,1,Not Graduate,No,17707,4817,123.0,360.0,1.0,Semiurban,Y
LP001578,Female,No,1,Graduate,Yes,2792,1598,112.0,300.0,1.0,Semiurban,N
LP009530,,Yes,2,Graduate,No,32312,409,181.0,180.0,1.0,Rural,Y
LP005143,Male,No,,Graduate,No,18003,3847,,240.0,1.0,Rural,Y
LP007565,,,0,Not Graduate,No,14961,4961,130.0,300.0,1.0,Semiurban,Y
LP000335,Male,Yes,2,Graduate,No,54617,2787,167.0,120.0,1.0,Urban,Y
LP003227,Male,Yes,1,Graduate,Yes,29490,910,,360.0,,Rural,Y
LP007453,Male,Yes,2,Not Graduate,No,7456,13209,199.0,360.0,1.0,Rural,N
LP004170,Male,Yes,1,Graduate,No,22052,1594,76.0,360.0,1.0,Rural,Y
LP000432,Female,Yes,1,Not Graduate,No,9850,352,109.0,180.0,1.0,Semiurban,Y
LP003968,Male,No,0,Graduate,No,11507,2609,232.0,360.0,,Urban,N
LP008403,Male,No,0,Graduate,No,36583,1318,155.0,120.0,1.0,Urban,Y
LP003098,Male,Yes,2,Graduate,No,10784,3124,185.0,,1.0,Urban,Y
LP007117,Female,Yes,2,Not Graduate,No,4932,3003,132.0,360.0,1.0,Urban,N
LP007070,Male,No,1,Graduate,No,20878,921,163.0,360.0,1.0,Semiurban,Y
LP007062,Male,Yes,2,Graduate,No,43487,1886,127.0,,1.0,Semiurban,Y
LP006334,Male,No,0,Not Graduate,No,4736,335,107.0,,,Semiurban,N
LP006963,Female,No,0,Graduate,No,16409,11380,161.0,,1.0,Urban,Y
LP009859,Male,No,2,Not Graduate,No,26025,1193,106.0,,0.0,Semiurban,Y
LP004101,Female,Yes,1,Graduate,No,81155,1076,170.0,360.0,1.0,Rural,Y
LP009631,Male,Yes,2,Graduate,No,1854,56,131.0,360.0,1.0,Semiurban,Y
LP008312,Male,No,1,Graduate,No,6722,136,139.0,240.0,1.0,Urban,Y
LP007975,Male,Yes,0,Graduate,No,32636,142,134.0,300.0,1.0,Semiurban,Y
LP005738,Male,No,0,Graduate,No,30079,3667,245.0,360.0,1.0,Rural,Y
LP008963,Male,Yes,2,Graduate,No,21378,1516,129.0,180.0,1.0,Rural,Y
LP007177,Female,Yes,3+,Graduate,,30610,192,155.0,,,Urban,Y
LP002940,Male,Yes,1,Graduate,No,113441,3398,204.0,240.0,1.0,Semiurban,Y
LP000656,Male,No,2,Graduate,No,29338,828,169.0,480.0,1.0,Urban,Y
LP005506,,No,0,Graduate,No,28107,543,70.0,360.0,1.0,Semiurban,Y
LP003654,Male,Yes,1,Graduate,No,85909,3535,238.0,120.0,1.0,Rural,Y
LP004857,Male,,2,Graduate,No,19488,980,249.0,360.0,1.0,Semiurban,Y
LP005122,Female,Yes,2,Graduate,No,43114,468,147.0,180.0,1.0,Rural,Y
LP000356,Female,Yes,2,Not Graduate,No,36455,2719,193.0,360.0,1.0,Rural,Y
LP003059,Male,No,0,Graduate,No,12358,4234,127.0,360.0,1.0,Urban,Y
LP004191,Female,Yes,1,Graduate,,10361,4587,217.0,300.0,1.0,Semiurban,Y
LP006712,Male,Yes,3+,Graduate,No,24435,397,202.0,300.0,,Urban,Y
LP000804,Female,No,,Graduate,Yes,21250,708,127.0,300.0,1.0,Semiurban,Y
LP006777,Female,Yes,1,Not Graduate,No,50300,1824,227.0,300.0,0.0,Urban,N
LP002955,Female,Yes,0,Graduate,No,13684,577,205.0,300.0,1.0,Urban,Y
LP000304,Female,No,0,Graduate,No,22510,3918,139.0,120.0,1.0,Urban,Y
LP002870,Male,Yes,0,Not Graduate,No,46649,6618,216.0,180.0,1.0,Urban,Y
LP006802,Male,Yes,2,Graduate,No,7545,144,166.0,480.0,0.0,Semiurban,Y
LP006865,Male,Yes,2,Graduate,No,18218,1745,190.0,480.0,1.0,Rural,Y
LP005161,Female,Yes,1,Not Graduate,Yes,24343,16510,,360.0,1.0,Urban,Y
LP002118,Female,No,0,Graduate,Yes,34208,3478,143.0,360.0,1.0,Semiurban,Y
LP005172,Male,Yes,0,Graduate,No,10687,747,170.0,180.0,1.0,Rural,Y
LP001839,Female,Yes,0,Graduate,No,8005,304,222.0,240.0,1.0,Urban,Y
LP001158,Female,Yes,2,Graduate,No,17126,1870,174.0,180.0,1.0,Urban,Y
LP003339,Male,Yes,1,Graduate,Yes,6597,4701,187.0,300.0,1.0,Urban,N
LP007747,Male,No,0,Graduate,No,6154,1606,161.0,360.0,1.0,Semiurban,Y
LP009296,Female,Yes,1,Graduate,No,21547,13871,203.0,300.0,1.0,Rural,Y
LP004968,Female,Yes,0,Graduate,No,8891,1796,147.0,360.0,1.0,Semiurban,Y
LP008752,Male,Yes,0,Not Graduate,No,33255,805,201.0,180.0,1.0,Rural,Y
LP006659,Male,Yes,2,Graduate,No,12854,912,44.0,480.0,0.0,Semiurban,Y
LP008407,Male,No,3+,Not Graduate,No,76853,420,165.0,360.0,1.0,Urban,Y
LP004620,Female,Yes,1,Not Graduate,No,56380,76,163.0,360.0,0.0,Semiurban,Y
LP005399,Male,,3+,Graduate,No,7070,1179,143.0,360.0,1.0,Urban,Y
LP000318,Male,Yes,1,Graduate,No,8139,170,114.0,360.0,1.0,Semiurban,N
LP002023,Female,,1,Graduate,No,7128,872,208.0,360.0,1.0,Semiurban,N
LP002018,Female,No,1,Graduate,No,12216,163,98.0,360.0,1.0,Urban,Y
LP007548,Male,Yes,1,Graduate,No,13906,287,160.0,120.0,1.0,Rural,Y
LP003082,Female,Yes,2,Not Graduate,No,6559,7631,201.0,480.0,1.0,Semiurban,N
LP002544,Female,Yes,2,Graduate,No,10693,3639,125.0,360.0,0.0,Rural,Y
LP005303,Female,Yes,2,Graduate,No,20891,804,167.0,180.0,0.0,Urban,N
LP007143,Female,Yes,1,Graduate,No,7679,6786,109.0,360.0,1.0,Rural,Y
LP009248,Male,Yes,0,Graduate,No,6308,8767,189.0,360.0,1.0,Urban,Y
LP004033,,No,0,Graduate,Yes,18560,6129,57.0,300.0,,Semiurban,Y
LP006140,Female,Yes,0,Graduate,No,1693,3471,89.0,360.0,1.0,Semiurban,Y
LP009943,Male,No,2,Not Graduate,No,7512,1146,69.0,360.0,1.0,Semiurban,Y
LP005716,Male,No,2,Graduate,No,17654,392,106.0,300.0,1.0,Rural,Y
LP007201,Male,Yes,,Graduate,No,17553,359,167.0,300.0,,Urban,Y
LP001381,Male,Yes,0,Not Graduate,No,12542,7248,156.0,300.0,1.0,Semiurban,Y
LP009456,Male,Yes,1,Graduate,No,10327,421,172.0,300.0,0.0,Urban,Y
LP001538,Female,Yes,0,Not Graduate,No,4716,622,172.0,360.0,1.0,Rural,Y
LP003953,Female,No,1,Graduate,No,68745,8036,86.0,,1.0,Urban,Y
LP009072,Female,,1,Graduate,No,24844,2141,162.0,300.0,0.0,Semiurban,Y
LP001305,Female,Yes,0,Graduate,No,30703,146,219.0,480.0,1.0,Semiurban,Y
LP001450,Female,No,0,Graduate,No,4949,1492,101.0,360.0,1.0,Rural,Y
LP000249,Female,No,2,Graduate,No,11846,504,161.0,240.0,1.0,Urban,Y
LP004903,Male,Yes,,Graduate,No,22057,361,216.0,300.0,1.0,Rural,Y
LP009937,Male,No,3+,Not Graduate,No,6237,939,58.0,360.0,1.0,Semiurban,N
LP000083,Male,Yes,0,Not Graduate,No,17113,1250,123.0,360.0,1.0,Rural,Y
LP004835,Male,No,2,Graduate,No,9317,2054,146.0,480.0,1.0,Semiurban,Y
LP005844,Male,Yes,0,Graduate,No,7214,6415,163.0,240.0,1.0,Rural,N
LP000545,Female,No,1,Not Graduate,No,14336,172,159.0,360.0,1.0,Rural,Y
LP000554,Male,Yes,1,Not Graduate,No,14453,639,199.0,120.0,,Urban,N
LP006776,Male,Yes,1,Graduate,No,2496,848,149.0,360.0,1.0,Semiurban,Y
LP009141,Male,No,2,Graduate,No,58534,2939,154.0,360.0,0.0,Urban,Y
LP003601,Male,Yes,,Not Graduate,No,11854,1543,163.0,360.0,1.0,Semiurban,Y
LP002504,Female,Yes,2,Graduate,No,4804,739,107.0,300.0,1.0,Rural,Y
LP009850,Male,Yes,0,Graduate,No,18287,469,148.0,300.0,1.0,Urban,Y
LP004500,Male,Yes,1,Graduate,No,10710,884,243.0,360.0,0.0,Semiurban,Y
LP000954,Female,Yes,1,Graduate,No,44449,208,263.0,360.0,1.0,Rural,Y
LP006826,Female,Yes,0,Graduate,No,13701,10446,101.0,240.0,1.0,Urban,Y
LP006176,Male,Yes,2,Graduate,No,13793,5193,224.0,240.0,1.0,Semiurban,Y
LP000456,Male,Yes,1,Graduate,No,21923,3390,135.0,360.0,1.0,Urban,Y
LP002402,Male,Yes,0,Graduate,No,10918,585,65.0,120.0,1.0,Urban,Y
LP006650,Female,Yes,2,Graduate,No,20272,1303,178.0,300.0,1.0,Semiurban,Y
LP007429,Female,No,2,Graduate,No,5449,314,214.0,180.0,1.0,Semiurban,Y
LP004142,Male,No,3+,Graduate,No,13804,5501,212.0,120.0,0.0,Urban,Y
LP009465,Female,No,0,Graduate,No,10396,4591,186.0,360.0,1.0,Semiurban,Y
LP001601,Male,Yes,3+,Graduate,No,17974,1875,157.0,120.0,1.0,Urban,Y
LP009231,Male,Yes,0,Graduate,No,22318,10325,180.0,300.0,1.0,Urban,Y
LP001001,Male,Yes,2,Graduate,No,29426,1876,172.0,360.0,0.0,Semiurban,Y
LP001049,Female,Yes,3+,Graduate,No,24573,901,182.0,180.0,1.0,Urban,Y
LP004548,Female,Yes,1,Graduate,Yes,56716,192,124.0,120.0,1.0,Semiurban,Y
LP001237,Female,Yes,1,Graduate,No,13701,5010,126.0,180.0,1.0,Urban,Y
LP008879,Male,Yes,1,Graduate,No,8317,1048,171.0,480.0,1.0,Rural,Y
LP000690,Male,Yes,1,Graduate,No,10604,1071,136.0,360.0,1.0,Rural,Y
LP002817,Male,No,1,Graduate,No,6796,2097,176.0,360.0,1.0,Urban,Y
LP006897,Female,Yes,0,Graduate,No,10646,745,183.0,360.0,1.0,Semiurban,Y
LP005189,Female,Yes,0,Graduate,Yes,25867,8071,87.0,360.0,0.0,Urban,Y
LP002853,Male,No,0,Graduate,No,29952,638,70.0,360.0,1.0,Rural,Y
LP001326,Male,Yes,1,Graduate,No,19430,109,207.0,360.0,1.0,Semiurban,Y
LP000756,Female,Yes,0,Not Graduate,No,27960,479,21.0,360.0,1.0,Rural,Y
LP009004,Male,Yes,0,Graduate,No,8818,2043,132.0,300.0,1.0,Semiurban,Y
LP008406,Male,Yes,0,Not Graduate,No,8510,509,129.0,,0.0,Semiurban,N
LP009057,Female,Yes,1,Not Graduate,No,48961,1884,85.0,,1.0,Semiurban,Y
LP006707,Female,No,0,Graduate,No,12728,1506,,360.0,1.0,Urban,Y
LP005414,Male,Yes,0,Graduate,No,8479,691,150.0,240.0,0.0,Rural,Y
LP008739,Male,No,0,Graduate,No,11161,487,137.0,480.0,1.0,Rural,Y
LP008239,Female,Yes,2,Graduate,No,11887,1357,111.0,360.0,1.0,Urban,Y
LP007243,Male,Yes,0,Not Graduate,,59927,3210,119.0,360.0,1.0,Rural,Y
LP004792,Female,Yes,0,Graduate,No,9807,6847,198.0,300.0,1.0,Urban,Y
LP008843,Male,No,0,Graduate,No,9926,1006,159.0,360.0,1.0,Semiurban,Y
LP003062,Male,,1,Graduate,No,2028,1554,176.0,300.0,1.0,Rural,N
LP003070,Female,Yes,,Graduate,No,14883,273,195.0,480.0,0.0,Urban,Y
LP003063,Male,Yes,,Graduate,,20109,840,56.0,240.0,1.0,Urban,Y
LP008089,,Yes,2,Graduate,No,27277,172,131.0,300.0,1.0,Rural,Y
LP001310,Female,Yes,2,Graduate,No,12440,2716,138.0,240.0,0.0,Semiurban,N
LP008919,,Yes,0,Graduate,No,11679,1352,168.0,300.0,1.0,Rural,Y
LP000631,Female,Yes,2,Graduate,No,27059,1885,100.0,300.0,1.0,Urban,Y
LP003486,Male,No,0,Graduate,No,115911,5960,178.0,120.0,1.0,Semiurban,Y
LP006030,Male,No,,Graduate,No,51552,611,112.0,240.0,1.0,Urban,Y
LP005545,Female,No,0,Graduate,Yes,32309,970,211.0,300.0,,Semiurban,Y
LP001771,Male,Yes,0,Not Graduate,No,7235,335,197.0,240.0,1.0,Urban,N
LP002144,Male,Yes,2,Graduate,No,7090,2604,90.0,240.0,1.0,Rural,Y
LP004016,Male,Yes,0,Graduate,No,24651,6415,152.0,360.0,1.0,Urban,Y
LP007147,Female,No,3+,Graduate,No,19447,687,163.0,360.0,,Semiurban,Y
LP002351,Female,Yes,0,Graduate,,17565,562,110.0,120.0,1.0,Urban,Y
LP009624,Female,No,1,Not Graduate,No,5981,1129,174.0,360.0,1.0,Semiurban,Y
LP005439,Male,No,0,Not Graduate,No,19641,5646,146.0,,1.0,Semiurban,Y
LP004195,Female,Yes,3+,Graduate,No,14304,1109,224.0,360.0,1.0,Urban,Y
LP008276,Female,,0,Graduate,No,13957,344,,240.0,1.0,Semiurban,Y
LP000443,Male,No,0,Graduate,No,18836,719,74.0,,0.0,Semiurban,Y
LP009966,Male,Yes,0,Graduate,No,25944,5040,214.0,300.0,1.0,Semiurban,Y
LP009167,Female,Yes,0,Graduate,No,10758,342,63.0,360.0,1.0,Semiurban,Y
LP007485,Male,No,2,Graduate,Yes,31296,2901,204.0,240.0,1.0,Semiurban,Y
LP005488,Female,Yes,1,Graduate,No,12368,2843,92.0,480.0,0.0,Semiurban,Y
LP002436,Male,No,3+,Graduate,No,25033,1392,125.0,,1.0,Semiurban,Y
LP004302,Female,Yes,1,Graduate,,176018,627,,240.0,0.0,Urban,Y
LP000691,Male,No,0,Graduate,Yes,116820,13896,137.0,,1.0,Rural,Y
LP007627,Female,Yes,1,Graduate,No,20901,11768,194.0,300.0,1.0,Semiurban,Y
LP006207,Male,No,1,Graduate,No,5660,763,103.0,300.0,1.0,Urban,Y
LP008304,Male,No,0,Graduate,No,9253,884,61.0,360.0,1.0,Urban,Y
LP000507,Female,Yes,1,Graduate,No,10522,795,162.0,300.0,1.0,Urban,Y
LP009967,Female,No,0,Not Graduate,No,8888,1933,133.0,180.0,1.0,Urban,N
LP008722,Female,No,1,Graduate,No,28683,222,152.0,360.0,1.0,Rural,Y
LP001320,Male,No,0,Graduate,No,23861,478,117.0,300.0,1.0,Urban,Y
LP008495,Male,Yes,0,Not Graduate,No,25139,4405,149.0,360.0,1.0,Urban,Y
LP002822,Male,Yes,1,Graduate,No,31609,172,156.0,240.0,1.0,Urban,Y
LP002187,Female,,1,Graduate,No,9249,1631,213.0,,1.0,Urban,Y
LP002376,Male,No,2,Graduate,Yes,6475,395,176.0,300.0,1.0,Semiurban,Y
LP000530,Female,Yes,1,Graduate,No,15884,836,69.0,360.0,1.0,Urban,Y
LP002205,Female,Yes,1,Graduate,No,11618,1378,175.0,480.0,0.0,Urban,N
LP008049,Female,Yes,0,Not Graduate,No,21974,156,155.0,360.0,1.0,Urban,Y
LP004355,Male,Yes,0,Graduate,No,23914,214,73.0,480.0,1.0,Semiurban,Y
LP003586,Male,Yes,0,Graduate,No,10666,694,170.0,180.0,1.0,Urban,N
LP002553,Female,Yes,2,Graduate,No,48745,2281,82.0,360.0,1.0,Rural,Y
LP002318,Male,Yes,1,Graduate,No,9676,3130,111.0,360.0,,Urban,Y
LP004112,Male,Yes,0,Not Graduate,,61672,980,190.0,360.0,1.0,Urban,Y
LP007970,Female,Yes,3+,Not Graduate,Yes,11472,1538,189.0,360.0,1.0,Semiurban,N
LP001403,Male,No,0,Not Graduate,No,6491,6854,45.0,360.0,1.0,Urban,Y
LP009591,Male,No,0,Not Graduate,No,20560,1442,195.0,360.0,0.0,Urban,Y
LP005958,Male,Yes,1,Graduate,No,19016,1101,204.0,360.0,1.0,Semiurban,Y
LP007276,Female,Yes,0,Graduate,No,7935,655,183.0,240.0,1.0,Semiurban,Y
LP005059,Male,Yes,1,Graduate,Yes,15432,6398,173.0,120.0,1.0,Semiurban,Y
LP001226,Female,Yes,3+,Graduate,No,5152,484,210.0,180.0,,Urban,N
LP007755,Male,,0,Graduate,No,8171,618,175.0,240.0,1.0,Rural,N
LP002618,Male,Yes,0,Graduate,No,10641,504,235.0,300.0,1.0,Semiurban,N
LP000842,Female,Yes,2,Graduate,Yes,28732,572,149.0,240.0,1.0,Urban,Y
LP008893,,Yes,1,Graduate,No,14298,1983,99.0,360.0,1.0,Semiurban,Y
LP007355,,Yes,0,Not Graduate,No,14048,1363,214.0,180.0,1.0,Urban,Y
LP007924,Male,Yes,1,Graduate,No,6012,572,92.0,180.0,1.0,Semiurban,N
LP008515,Male,No,0,Graduate,No,12142,1724,208.0,120.0,1.0,Urban,Y
LP009807,Female,Yes,2,Graduate,No,14256,3956,164.0,300.0,1.0,Semiurban,Y
LP008207,Male,Yes,0,Not Graduate,No,31808,307,126.0,360.0,1.0,Rural,Y
