movie_id,title,clean_title,year,genres
387,"Age of Innocence, The (1993)","Age of Innocence, The",1993,Drama
388,Beverly Hills Cop III (1994),Beverly Hills Cop III,1994,Action|Comedy
389,Black Beauty (1994),Black Beauty,1994,Adventure|Children
390,Fear of a Black Hat (1993),Fear of a Black Hat,1993,Comedy
391,Last Action Hero (1993),Last Action Hero,1993,Action|Comedy
392,"Man Without a Face, The (1993)","Man Without a Face, The",1993,Drama
393,Mrs. Doubtfire (1993),Mrs. Doubtfire,1993,Comedy
394,Radioland Murders (1994),Radioland Murders,1994,Comedy|Mystery|Romance
395,Robin Hood: Men in Tights (1993),Robin Hood: Men in Tights,1993,Comedy
396,Serial Mom (1994),Serial Mom,1994,Comedy|Crime|Horror
397,Striking Distance (1993),Striking Distance,1993,Action
398,Super Mario Bros. (1993),Super Mario Bros.,1993,Action|Adventure|Children|Sci-Fi
399,"Three Musketeers, The (1993)","Three Musketeers, The",1993,Action|Adventure|Comedy
400,"Little Rascals, The (1994)","Little Rascals, The",1994,Children|Comedy
401,"Brady Bunch Movie, The (1995)","Brady Bunch Movie, The",1995,Comedy
402,Ghost (1990),Ghost,1990,Comedy|Romance|Thriller
403,Batman (1989),Batman,1989,Action|Adventure|Crime|Drama
404,Pinocchio (1940),Pinocchio,1940,Animation|Children
405,Mission: Impossible (1996),Mission: Impossible,1996,Action|Adventure|Mystery
406,Thinner (1996),Thinner,1996,Horror|Thriller
407,Spy Hard (1996),Spy Hard,1996,Comedy
408,"Close Shave, A (1995)","Close Shave, A",1995,Animation|Comedy|Thriller
409,Jack (1996),Jack,1996,Comedy|Drama
410,Kingpin (1996),Kingpin,1996,Comedy
411,"Nutty Professor, The (1996)","Nutty Professor, The",1996,Comedy|Fantasy|Romance|Sci-Fi
412,"Very Brady Sequel, A (1996)","Very Brady Sequel, A",1996,Comedy
413,Tales from the Crypt Presents: Bordello of Blood (1996),Tales from the Crypt Presents: Bordello of Blood,1996,Horror
414,My Favorite Year (1982),My Favorite Year,1982,Comedy
415,"Apple Dumpling Gang, The (1975)","Apple Dumpling Gang, The",1975,Children|Comedy|Western
416,Old Yeller (1957),Old Yeller,1957,Children|Drama
417,"Parent Trap, The (1961)","Parent Trap, The",1961,Children|Drama
418,Cinderella (1950),Cinderella,1950,Animation|Children|Musical
419,Mary Poppins (1964),Mary Poppins,1964,Children|Comedy|Musical
420,Alice in Wonderland (1951),Alice in Wonderland,1951,Animation|Children|Musical
421,William Shakespeare's Romeo and Juliet (1996),William Shakespeare's Romeo and Juliet,1996,Drama|Romance
422,Aladdin and the King of Thieves (1996),Aladdin and the King of Thieves,1996,Animation|Children|Comedy
423,E.T. the Extra-Terrestrial (1982),E.T. the Extra-Terrestrial,1982,Children|Drama|Fantasy|Sci-Fi
424,Children of the Corn: The Gathering (1996),Children of the Corn: The Gathering,1996,Horror
425,Bob Roberts (1992),Bob Roberts,1992,Comedy
426,"Transformers: The Movie, The (1986)","Transformers: The Movie, The",1986,Action|Animation|Children|Sci-Fi|Thriller|War
427,To Kill a Mockingbird (1962),To Kill a Mockingbird,1962,Drama
428,Harold and Maude (1971),Harold and Maude,1971,Comedy
429,"Day the Earth Stood Still, The (1951)","Day the Earth Stood Still, The",1951,Drama|Sci-Fi
430,Duck Soup (1933),Duck Soup,1933,Comedy|War
431,Highlander (1986),Highlander,1986,Action|Adventure
432,Fantasia (1940),Fantasia,1940,Animation|Children|Musical
433,Heathers (1989),Heathers,1989,Comedy
434,Forbidden Planet (1956),Forbidden Planet,1956,Sci-Fi
435,Butch Cassidy and the Sundance Kid (1969),Butch Cassidy and the Sundance Kid,1969,Action|Comedy|Western
436,"American Werewolf in London, An (1981)","American Werewolf in London, An",1981,Horror
437,Amityville 1992: It's About Time (1992),Amityville 1992: It's About Time,1992,Horror
438,Amityville 3-D (1983),Amityville 3-D,1983,Horror
439,Amityville: A New Generation (1993),Amityville: A New Generation,1993,Horror
440,Amityville II: The Possession (1982),Amityville II: The Possession,1982,Horror
441,"Amityville Horror, The (1979)","Amityville Horror, The",1979,Horror
442,"Amityville Curse, The (1990)","Amityville Curse, The",1990,Horror
443,"Birds, The (1963)","Birds, The",1963,Horror
444,"Blob, The (1958)","Blob, The",1958,Horror|Sci-Fi
445,"Body Snatcher, The (1945)","Body Snatcher, The",1945,Horror
446,Burnt Offerings (1976),Burnt Offerings,1976,Horror
447,Carrie (1976),Carrie,1976,Horror
448,"Omen, The (1976)","Omen, The",1976,Horror
449,Star Trek: The Motion Picture (1979),Star Trek: The Motion Picture,1979,Action|Adventure|Sci-Fi
450,Star Trek V: The Final Frontier (1989),Star Trek V: The Final Frontier,1989,Action|Adventure|Sci-Fi
451,Grease (1978),Grease,1978,Comedy|Musical|Romance
452,Jaws 2 (1978),Jaws 2,1978,Action|Horror
453,Jaws 3-D (1983),Jaws 3-D,1983,Action|Horror
454,Bastard Out of Carolina (1996),Bastard Out of Carolina,1996,Drama
455,Jackie Chan's First Strike (1996),Jackie Chan's First Strike,1996,Action
456,Beverly Hills Ninja (1997),Beverly Hills Ninja,1997,Action|Comedy
457,Free Willy 3: The Rescue (1997),Free Willy 3: The Rescue,1997,Adventure|Children|Drama
458,Nixon (1995),Nixon,1995,Drama
459,"Cry, the Beloved Country (1995)","Cry, the Beloved Country",1995,Drama
460,"Crossing Guard, The (1995)","Crossing Guard, The",1995,Drama
461,Smoke (1995),Smoke,1995,Drama
462,Like Water For Chocolate (Como agua para chocolate) (1992),Like Water For Chocolate (Como agua para chocolate),1992,Drama|Romance
463,"Secret of Roan Inish, The (1994)","Secret of Roan Inish, The",1994,Adventure
464,Vanya on 42nd Street (1994),Vanya on 42nd Street,1994,Drama
465,"Jungle Book, The (1994)","Jungle Book, The",1994,Adventure|Children|Romance
466,Red Rock West (1992),Red Rock West,1992,Thriller
467,"Bronx Tale, A (1993)","Bronx Tale, A",1993,Drama
468,Rudy (1993),Rudy,1993,Drama
469,Short Cuts (1993),Short Cuts,1993,Drama
470,Tombstone (1993),Tombstone,1993,Western
471,Courage Under Fire (1996),Courage Under Fire,1996,Drama|War
472,Dragonheart (1996),Dragonheart,1996,Action|Adventure|Fantasy
473,James and the Giant Peach (1996),James and the Giant Peach,1996,Animation|Children|Musical
474,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,1963,Sci-Fi|War
475,Trainspotting (1996),Trainspotting,1996,Drama
476,"First Wives Club, The (1996)","First Wives Club, The",1996,Comedy
477,Matilda (1996),Matilda,1996,Children|Comedy
478,"Philadelphia Story, The (1940)","Philadelphia Story, The",1940,Comedy|Romance
479,Vertigo (1958),Vertigo,1958,Mystery|Thriller
480,North by Northwest (1959),North by Northwest,1959,Comedy|Thriller
481,"Apartment, The (1960)","Apartment, The",1960,Comedy|Drama
482,Some Like It Hot (1959),Some Like It Hot,1959,Comedy|Crime
483,Casablanca (1942),Casablanca,1942,Drama|Romance|War
484,"Maltese Falcon, The (1941)","Maltese Falcon, The",1941,Film-Noir|Mystery
485,My Fair Lady (1964),My Fair Lady,1964,Musical|Romance
486,Sabrina (1954),Sabrina,1954,Comedy|Romance
487,Roman Holiday (1953),Roman Holiday,1953,Comedy|Romance
488,Sunset Blvd. (1950),Sunset Blvd.,1950,Film-Noir
489,Notorious (1946),Notorious,1946,Film-Noir|Romance|Thriller
490,To Catch a Thief (1955),To Catch a Thief,1955,Comedy|Romance|Thriller
491,"Adventures of Robin Hood, The (1938)","Adventures of Robin Hood, The",1938,Action|Adventure
492,East of Eden (1955),East of Eden,1955,Drama
493,"Thin Man, The (1934)","Thin Man, The",1934,Mystery
494,His Girl Friday (1940),His Girl Friday,1940,Comedy
495,Around the World in 80 Days (1956),Around the World in 80 Days,1956,Adventure|Comedy
496,It's a Wonderful Life (1946),It's a Wonderful Life,1946,Drama
497,Bringing Up Baby (1938),Bringing Up Baby,1938,Comedy
498,"African Queen, The (1951)","African Queen, The",1951,Action|Adventure|Romance|War
499,Cat on a Hot Tin Roof (1958),Cat on a Hot Tin Roof,1958,Drama
500,Fly Away Home (1996),Fly Away Home,1996,Adventure|Children
501,Dumbo (1941),Dumbo,1941,Animation|Children|Musical
502,Bananas (1971),Bananas,1971,Comedy|War
503,"Candidate, The (1972)","Candidate, The",1972,Drama
504,Bonnie and Clyde (1967),Bonnie and Clyde,1967,Crime|Drama
505,Dial M for Murder (1954),Dial M for Murder,1954,Mystery|Thriller
506,Rebel Without a Cause (1955),Rebel Without a Cause,1955,Drama
507,"Streetcar Named Desire, A (1951)","Streetcar Named Desire, A",1951,Drama
508,"People vs. Larry Flynt, The (1996)","People vs. Larry Flynt, The",1996,Drama
509,My Left Foot (1989),My Left Foot,1989,Drama
510,"Magnificent Seven, The (1954)","Magnificent Seven, The",1954,Action|Drama|Western
511,Lawrence of Arabia (1962),Lawrence of Arabia,1962,Adventure|War
512,Wings of Desire (1987),Wings of Desire,1987,Comedy|Drama|Romance
513,"Third Man, The (1949)","Third Man, The",1949,Mystery|Thriller
514,Annie Hall (1977),Annie Hall,1977,Comedy|Romance
515,"Boot, Das (1981)","Boot, Das",1981,Action|Drama|War
516,Local Hero (1983),Local Hero,1983,Comedy
517,Manhattan (1979),Manhattan,1979,Comedy|Drama|Romance
518,Miller's Crossing (1990),Miller's Crossing,1990,Drama
519,"Treasure of the Sierra Madre, The (1948)","Treasure of the Sierra Madre, The",1948,Adventure
520,"Great Escape, The (1963)","Great Escape, The",1963,Adventure|War
521,"Deer Hunter, The (1978)","Deer Hunter, The",1978,Drama|War
522,Down by Law (1986),Down by Law,1986,Comedy|Drama
523,Cool Hand Luke (1967),Cool Hand Luke,1967,Comedy|Drama
524,"Great Dictator, The (1940)","Great Dictator, The",1940,Comedy
525,"Big Sleep, The (1946)","Big Sleep, The",1946,Film-Noir|Mystery
526,Ben-Hur (1959),Ben-Hur,1959,Action|Adventure|Drama
527,Gandhi (1982),Gandhi,1982,Drama
528,"Killing Fields, The (1984)","Killing Fields, The",1984,Drama|War
529,My Life as a Dog (Mitt liv som hund) (1985),My Life as a Dog (Mitt liv som hund),1985,Drama
530,"Man Who Would Be King, The (1975)","Man Who Would Be King, The",1975,Adventure
531,Shine (1996),Shine,1996,Drama|Romance
532,Kama Sutra: A Tale of Love (1996),Kama Sutra: A Tale of Love,1996,Romance
533,"Daytrippers, The (1996)","Daytrippers, The",1996,Mystery
534,Traveller (1997),Traveller,1997,Drama
535,Addicted to Love (1997),Addicted to Love,1997,Comedy|Romance
536,Ponette (1996),Ponette,1996,Drama
537,My Own Private Idaho (1991),My Own Private Idaho,1991,Drama
538,Anastasia (1997),Anastasia,1997,Animation|Children|Musical
539,Mouse Hunt (1997),Mouse Hunt,1997,Children|Comedy
540,Money Train (1995),Money Train,1995,Action
541,Mortal Kombat (1995),Mortal Kombat,1995,Action|Adventure
542,Pocahontas (1995),Pocahontas,1995,Animation|Children|Musical|Romance
543,"Misérables, Les (1995)","Misérables, Les",1995,Drama|Musical
544,Things to Do in Denver when You're Dead (1995),Things to Do in Denver when You're Dead,1995,Crime|Drama|Romance
545,Vampire in Brooklyn (1995),Vampire in Brooklyn,1995,Comedy|Romance
546,Broken Arrow (1996),Broken Arrow,1996,Action|Thriller
547,"Young Poisoner's Handbook, The (1995)","Young Poisoner's Handbook, The",1995,Crime
548,"NeverEnding Story III, The (1994)","NeverEnding Story III, The",1994,Children|Fantasy
549,Rob Roy (1995),Rob Roy,1995,Drama|Romance|War
550,Die Hard: With a Vengeance (1995),Die Hard: With a Vengeance,1995,Action|Thriller
551,Lord of Illusions (1995),Lord of Illusions,1995,Horror
552,Species (1995),Species,1995,Sci-Fi
553,"Walk in the Clouds, A (1995)","Walk in the Clouds, A",1995,Drama|Romance
554,Waterworld (1995),Waterworld,1995,Action|Adventure
555,White Man's Burden (1995),White Man's Burden,1995,Drama
556,Wild Bill (1995),Wild Bill,1995,Western
557,Farinelli: il castrato (1994),Farinelli: il castrato,1994,Drama|Musical
558,Heavenly Creatures (1994),Heavenly Creatures,1994,Drama|Fantasy|Thriller
559,Interview with the Vampire (1994),Interview with the Vampire,1994,Drama|Horror
560,"Kid in King Arthur's Court, A (1995)","Kid in King Arthur's Court, A",1995,Adventure|Children|Comedy|Fantasy|Romance|Sci-Fi
561,Mary Shelley's Frankenstein (1994),Mary Shelley's Frankenstein,1994,Drama|Horror
562,"Quick and the Dead, The (1995)","Quick and the Dead, The",1995,Action|Adventure|Western
563,Stephen King's The Langoliers (1995),Stephen King's The Langoliers,1995,Horror
564,Tales from the Hood (1995),Tales from the Hood,1995,Comedy|Horror
565,Village of the Damned (1995),Village of the Damned,1995,Horror|Thriller
566,Clear and Present Danger (1994),Clear and Present Danger,1994,Action|Adventure|Thriller
567,Wes Craven's New Nightmare (1994),Wes Craven's New Nightmare,1994,Horror
568,Speed (1994),Speed,1994,Action|Romance|Thriller
569,Wolf (1994),Wolf,1994,Drama|Horror
570,Wyatt Earp (1994),Wyatt Earp,1994,Western
571,Another Stakeout (1993),Another Stakeout,1993,Comedy|Thriller
572,Blown Away (1994),Blown Away,1994,Action|Thriller
573,Body Snatchers (1993),Body Snatchers,1993,Horror|Sci-Fi|Thriller
574,Boxing Helena (1993),Boxing Helena,1993,Mystery|Romance|Thriller
575,City Slickers II: The Legend of Curly's Gold (1994),City Slickers II: The Legend of Curly's Gold,1994,Comedy|Western
576,Cliffhanger (1993),Cliffhanger,1993,Action|Adventure|Crime
577,Coneheads (1993),Coneheads,1993,Comedy|Sci-Fi
578,Demolition Man (1993),Demolition Man,1993,Action|Sci-Fi
579,Fatal Instinct (1993),Fatal Instinct,1993,Comedy
580,"Englishman Who Went Up a Hill, But Came Down a Mountain, The (1995)","Englishman Who Went Up a Hill, But Came Down a Mountain, The",1995,Comedy|Romance
581,Kalifornia (1993),Kalifornia,1993,Drama|Thriller
582,"Piano, The (1993)","Piano, The",1993,Drama|Romance
583,Romeo Is Bleeding (1993),Romeo Is Bleeding,1993,Crime|Thriller
584,"Secret Garden, The (1993)","Secret Garden, The",1993,Children|Drama
585,Son in Law (1993),Son in Law,1993,Comedy
586,Terminal Velocity (1994),Terminal Velocity,1994,Action
587,"Hour of the Pig, The (1993)","Hour of the Pig, The",1993,Drama|Mystery
588,Beauty and the Beast (1991),Beauty and the Beast,1991,Animation|Children|Musical
589,"Wild Bunch, The (1969)","Wild Bunch, The",1969,Western
590,Hellraiser: Bloodline (1996),Hellraiser: Bloodline,1996,Action|Horror|Sci-Fi
591,Primal Fear (1996),Primal Fear,1996,Drama|Thriller
592,True Crime (1995),True Crime,1995,Mystery|Thriller
593,Stalingrad (1993),Stalingrad,1993,War
594,Heavy (1995),Heavy,1995,Drama|Romance
595,"Fan, The (1996)","Fan, The",1996,Thriller
596,"Hunchback of Notre Dame, The (1996)","Hunchback of Notre Dame, The",1996,Animation|Children|Musical
597,Eraser (1996),Eraser,1996,Action|Thriller
598,"Big Squeeze, The (1996)","Big Squeeze, The",1996,Comedy|Drama
599,Police Story 4: Project S (Chao ji ji hua) (1993),Police Story 4: Project S (Chao ji ji hua),1993,Action
600,Daniel Defoe's Robinson Crusoe (1996),Daniel Defoe's Robinson Crusoe,1996,Children
601,For Whom the Bell Tolls (1943),For Whom the Bell Tolls,1943,Adventure|War
602,"American in Paris, An (1951)","American in Paris, An",1951,Musical|Romance
603,Rear Window (1954),Rear Window,1954,Mystery|Thriller
604,It Happened One Night (1934),It Happened One Night,1934,Comedy
605,Meet Me in St. Louis (1944),Meet Me in St. Louis,1944,Musical
606,All About Eve (1950),All About Eve,1950,Drama
607,Rebecca (1940),Rebecca,1940,Romance|Thriller
608,Spellbound (1945),Spellbound,1945,Mystery|Romance|Thriller
609,Father of the Bride (1950),Father of the Bride,1950,Comedy
610,Gigi (1958),Gigi,1958,Musical
611,Laura (1944),Laura,1944,Crime|Film-Noir|Mystery
612,Lost Horizon (1937),Lost Horizon,1937,Drama
613,My Man Godfrey (1936),My Man Godfrey,1936,Comedy
614,Giant (1956),Giant,1956,Drama
615,"39 Steps, The (1935)","39 Steps, The",1935,Thriller
616,Night of the Living Dead (1968),Night of the Living Dead,1968,Horror|Sci-Fi
617,"Blue Angel, The (Blaue Engel, Der) (1930)","Blue Angel, The (Blaue Engel, Der)",1930,Drama
618,Picnic (1955),Picnic,1955,Drama
619,Extreme Measures (1996),Extreme Measures,1996,Drama|Thriller
620,"Chamber, The (1996)","Chamber, The",1996,Drama
621,"Davy Crockett, King of the Wild Frontier (1955)","Davy Crockett, King of the Wild Frontier",1955,Western
622,Swiss Family Robinson (1960),Swiss Family Robinson,1960,Adventure|Children
623,Angels in the Outfield (1994),Angels in the Outfield,1994,Children|Comedy
624,"Three Caballeros, The (1945)","Three Caballeros, The",1945,Animation|Children|Musical
625,"Sword in the Stone, The (1963)","Sword in the Stone, The",1963,Animation|Children
626,So Dear to My Heart (1949),So Dear to My Heart,1949,Children|Drama
627,Robin Hood: Prince of Thieves (1991),Robin Hood: Prince of Thieves,1991,Drama
628,Sleepers (1996),Sleepers,1996,Crime|Drama
629,Victor/Victoria (1982),Victor/Victoria,1982,Comedy|Musical
630,"Great Race, The (1965)","Great Race, The",1965,Comedy|Musical
631,"Crying Game, The (1992)","Crying Game, The",1992,Action|Drama|Romance|War
632,Sophie's Choice (1982),Sophie's Choice,1982,Drama
633,"Christmas Carol, A (1938)","Christmas Carol, A",1938,Drama
634,Microcosmos: Le peuple de l'herbe (1996),Microcosmos: Le peuple de l'herbe,1996,Documentary
635,"Fog, The (1980)","Fog, The",1980,Horror
636,Escape from New York (1981),Escape from New York,1981,Action|Adventure|Sci-Fi|Thriller
637,"Howling, The (1981)","Howling, The",1981,Comedy|Horror
638,"Return of Martin Guerre, The (Retour de Martin Guerre, Le) (1982)","Return of Martin Guerre, The (Retour de Martin Guerre, Le)",1982,Drama
639,"Tin Drum, The (Blechtrommel, Die) (1979)","Tin Drum, The (Blechtrommel, Die)",1979,Drama
640,"Cook the Thief His Wife & Her Lover, The (1989)","Cook the Thief His Wife & Her Lover, The",1989,Drama
641,Paths of Glory (1957),Paths of Glory,1957,Drama|War
642,"Grifters, The (1990)","Grifters, The",1990,Crime|Drama|Film-Noir
643,The Innocent (1994),The Innocent,1994,Drama|Romance
644,"Thin Blue Line, The (1988)","Thin Blue Line, The",1988,Documentary
645,Paris Is Burning (1990),Paris Is Burning,1990,Documentary
646,Once Upon a Time in the West (1969),Once Upon a Time in the West,1969,Western
647,Ran (1985),Ran,1985,Drama|War
648,"Quiet Man, The (1952)","Quiet Man, The",1952,Comedy|Romance
649,Once Upon a Time in America (1984),Once Upon a Time in America,1984,Crime|Drama|Thriller
650,"Seventh Seal, The (Sjunde inseglet, Det) (1957)","Seventh Seal, The (Sjunde inseglet, Det)",1957,Drama
651,Glory (1989),Glory,1989,Action|Drama|War
652,Rosencrantz and Guildenstern Are Dead (1990),Rosencrantz and Guildenstern Are Dead,1990,Comedy|Drama
653,Touch of Evil (1958),Touch of Evil,1958,Crime|Film-Noir|Thriller
654,Chinatown (1974),Chinatown,1974,Film-Noir|Mystery|Thriller
655,Stand by Me (1986),Stand by Me,1986,Adventure|Comedy|Drama
656,M (1931),M,1931,Crime|Film-Noir|Thriller
657,"Manchurian Candidate, The (1962)","Manchurian Candidate, The",1962,Film-Noir|Thriller
658,Pump Up the Volume (1990),Pump Up the Volume,1990,Drama
659,Arsenic and Old Lace (1944),Arsenic and Old Lace,1944,Comedy|Mystery|Thriller
660,Fried Green Tomatoes (1991),Fried Green Tomatoes,1991,Drama
661,High Noon (1952),High Noon,1952,Western
662,Somewhere in Time (1980),Somewhere in Time,1980,Drama|Romance
663,Being There (1979),Being There,1979,Comedy
664,"Paris, Texas (1984)","Paris, Texas",1984,Drama
665,Alien 3 (1992),Alien 3,1992,Action|Horror|Sci-Fi|Thriller
666,Blood For Dracula (Andy Warhol's Dracula) (1974),Blood For Dracula (Andy Warhol's Dracula),1974,Horror
667,Audrey Rose (1977),Audrey Rose,1977,Horror
668,Blood Beach (1981),Blood Beach,1981,Action|Horror
669,Body Parts (1991),Body Parts,1991,Horror
670,Body Snatchers (1993),Body Snatchers,1993,Horror|Sci-Fi|Thriller
671,Bride of Frankenstein (1935),Bride of Frankenstein,1935,Horror
672,Candyman (1992),Candyman,1992,Horror
673,Cape Fear (1962),Cape Fear,1962,Film-Noir|Thriller
674,Cat People (1982),Cat People,1982,Horror
675,"Nosferatu (Nosferatu, eine Symphonie des Grauens) (1922)","Nosferatu (Nosferatu, eine Symphonie des Grauens)",1922,Horror
676,"Crucible, The (1996)","Crucible, The",1996,Drama
677,Fire on the Mountain (1996),Fire on the Mountain,1996,Documentary
678,Volcano (1997),Volcano,1997,Drama|Thriller
679,Conan the Barbarian (1981),Conan the Barbarian,1981,Action|Adventure
680,Kull the Conqueror (1997),Kull the Conqueror,1997,Action|Adventure
681,Wishmaster (1997),Wishmaster,1997,Horror
682,I Know What You Did Last Summer (1997),I Know What You Did Last Summer,1997,Horror|Mystery|Thriller
683,Rocket Man (1997),Rocket Man,1997,Comedy
684,In the Line of Fire (1993),In the Line of Fire,1993,Action|Thriller
685,Executive Decision (1996),Executive Decision,1996,Action|Thriller
686,"Perfect World, A (1993)","Perfect World, A",1993,Action|Drama
687,McHale's Navy (1997),McHale's Navy,1997,Comedy|War
688,Leave It to Beaver (1997),Leave It to Beaver,1997,Comedy
689,"Jackal, The (1997)","Jackal, The",1997,Action|Thriller
690,Seven Years in Tibet (1997),Seven Years in Tibet,1997,Drama|War
691,Dark City (1998),Dark City,1998,Film-Noir|Sci-Fi|Thriller
692,"American President, The (1995)","American President, The",1995,Comedy|Drama|Romance
693,Casino (1995),Casino,1995,Drama
694,Persuasion (1995),Persuasion,1995,Romance
695,Kicking and Screaming (1995),Kicking and Screaming,1995,Comedy|Drama
696,City Hall (1996),City Hall,1996,Drama|Thriller
697,"Basketball Diaries, The (1995)","Basketball Diaries, The",1995,Drama
698,"Browning Version, The (1994)","Browning Version, The",1994,Drama
699,Little Women (1994),Little Women,1994,Drama
700,Miami Rhapsody (1995),Miami Rhapsody,1995,Comedy
701,"Wonderful, Horrible Life of Leni Riefenstahl, The (1993)","Wonderful, Horrible Life of Leni Riefenstahl, The",1993,Documentary
702,Barcelona (1994),Barcelona,1994,Comedy|Romance
703,Widows' Peak (1994),Widows' Peak,1994,Drama
704,"House of the Spirits, The (1993)","House of the Spirits, The",1993,Drama|Romance
705,Singin' in the Rain (1952),Singin' in the Rain,1952,Musical|Romance
706,Bad Moon (1996),Bad Moon,1996,Horror
707,Enchanted April (1991),Enchanted April,1991,Drama
708,"Sex, Lies, and Videotape (1989)","Sex, Lies, and Videotape",1989,Drama
709,Strictly Ballroom (1992),Strictly Ballroom,1992,Comedy|Romance
710,Better Off Dead... (1985),Better Off Dead...,1985,Comedy
711,"Substance of Fire, The (1996)","Substance of Fire, The",1996,Drama
712,Tin Men (1987),Tin Men,1987,Comedy|Drama
713,Othello (1995),Othello,1995,Drama
714,Carrington (1995),Carrington,1995,Drama|Romance
715,To Die For (1995),To Die For,1995,Comedy|Drama
716,Home for the Holidays (1995),Home for the Holidays,1995,Drama|Romance
717,"Juror, The (1996)","Juror, The",1996,Drama|Thriller
718,In the Bleak Midwinter (1995),In the Bleak Midwinter,1995,Comedy
719,Canadian Bacon (1994),Canadian Bacon,1994,Comedy|War
720,First Knight (1995),First Knight,1995,Action|Adventure|Drama|Romance
721,Mallrats (1995),Mallrats,1995,Comedy
722,Nine Months (1995),Nine Months,1995,Comedy
723,Boys on the Side (1995),Boys on the Side,1995,Comedy|Drama
724,Circle of Friends (1995),Circle of Friends,1995,Drama|Romance
725,Exit to Eden (1994),Exit to Eden,1994,Comedy
726,Fluke (1995),Fluke,1995,Children|Drama
727,Immortal Beloved (1994),Immortal Beloved,1994,Drama|Romance
728,Junior (1994),Junior,1994,Comedy|Sci-Fi
729,Nell (1994),Nell,1994,Drama
730,"Queen Margot (Reine Margot, La) (1994)","Queen Margot (Reine Margot, La)",1994,Drama|Romance
731,"Corrina, Corrina (1994)","Corrina, Corrina",1994,Comedy|Drama|Romance
732,Dave (1993),Dave,1993,Comedy|Romance
733,Go Fish (1994),Go Fish,1994,Drama|Romance
734,Made in America (1993),Made in America,1993,Comedy
735,Philadelphia (1993),Philadelphia,1993,Drama
736,Shadowlands (1993),Shadowlands,1993,Drama|Romance
737,Sirens (1994),Sirens,1994,Comedy|Drama
738,Threesome (1994),Threesome,1994,Comedy|Romance
739,Pretty Woman (1990),Pretty Woman,1990,Comedy|Romance
740,Jane Eyre (1996),Jane Eyre,1996,Drama|Romance
741,"Last Supper, The (1995)","Last Supper, The",1995,Drama|Thriller
742,Ransom (1996),Ransom,1996,Drama|Thriller
743,"Crow: City of Angels, The (1996)","Crow: City of Angels, The",1996,Action|Thriller
744,Michael Collins (1996),Michael Collins,1996,Drama|War
745,"Ruling Class, The (1972)","Ruling Class, The",1972,Comedy
746,Real Genius (1985),Real Genius,1985,Comedy
747,Benny & Joon (1993),Benny & Joon,1993,Comedy|Romance
748,"Saint, The (1997)","Saint, The",1997,Action|Romance|Thriller
749,"MatchMaker, The (1997)","MatchMaker, The",1997,Comedy|Romance
750,Amistad (1997),Amistad,1997,Drama
751,Tomorrow Never Dies (1997),Tomorrow Never Dies,1997,Action|Romance|Thriller
752,"Replacement Killers, The (1998)","Replacement Killers, The",1998,Action|Thriller
753,Burnt By the Sun (1994),Burnt By the Sun,1994,Drama
754,Red Corner (1997),Red Corner,1997,Crime|Thriller
755,Jumanji (1995),Jumanji,1995,Action|Adventure|Children|Fantasy|Sci-Fi
756,Father of the Bride Part II (1995),Father of the Bride Part II,1995,Comedy
757,Across the Sea of Time (1995),Across the Sea of Time,1995,Documentary
758,Lawnmower Man 2: Beyond Cyberspace (1996),Lawnmower Man 2: Beyond Cyberspace,1996,Sci-Fi|Thriller
759,Fair Game (1995),Fair Game,1995,Action
760,Screamers (1995),Screamers,1995,Sci-Fi
761,Nick of Time (1995),Nick of Time,1995,Action|Thriller
762,Beautiful Girls (1996),Beautiful Girls,1996,Drama
763,Happy Gilmore (1996),Happy Gilmore,1996,Comedy
764,If Lucy Fell (1996),If Lucy Fell,1996,Comedy|Romance
765,Boomerang (1992),Boomerang,1992,Comedy|Romance
766,Man of the Year (1995),Man of the Year,1995,Documentary
767,"Addiction, The (1995)","Addiction, The",1995,Horror
768,Casper (1995),Casper,1995,Adventure|Children
769,Congo (1995),Congo,1995,Action|Adventure|Mystery|Sci-Fi
770,Devil in a Blue Dress (1995),Devil in a Blue Dress,1995,Crime|Film-Noir|Mystery|Thriller
771,Johnny Mnemonic (1995),Johnny Mnemonic,1995,Action|Sci-Fi|Thriller
772,Kids (1995),Kids,1995,Drama
773,Mute Witness (1994),Mute Witness,1994,Thriller
774,"Prophecy, The (1995)","Prophecy, The",1995,Horror
775,Something to Talk About (1995),Something to Talk About,1995,Comedy|Drama|Romance
776,Three Wishes (1995),Three Wishes,1995,Drama
777,Castle Freak (1995),Castle Freak,1995,Horror
778,Don Juan DeMarco (1995),Don Juan DeMarco,1995,Comedy|Drama|Romance
779,Drop Zone (1994),Drop Zone,1994,Action
780,Dumb & Dumber (1994),Dumb & Dumber,1994,Comedy
781,French Kiss (1995),French Kiss,1995,Comedy|Romance
782,Little Odessa (1994),Little Odessa,1994,Drama
783,Milk Money (1994),Milk Money,1994,Comedy|Romance
784,Beyond Bedlam (1993),Beyond Bedlam,1993,Drama|Horror
785,Only You (1994),Only You,1994,Comedy|Romance
786,"Perez Family, The (1995)","Perez Family, The",1995,Comedy|Romance
787,Roommates (1995),Roommates,1995,Comedy|Drama
788,Relative Fear (1994),Relative Fear,1994,Horror|Thriller
